firstname,secondname,city
Steven,Preston,NewYork
Albert,Lennon,Haifa
Michael,Starr,NewYork
Scott,Lennon,TelAviv
Albert,Sutcliffe,Hamburg
Marc,McCartney,Haifa
Michael,Ono,Haifa
Scott,Starr,Munchen
Scott,Ono,NewYork
John,Sutcliffe,NewYork
Dana,Preston,TelAviv
Michael,McCartney,Munchen
Steven,Harrison,Haifa
Albert,Harrison,Kiel
Marc,Epstein,Kiel
Michael,Harrison,Kiel
Michael,Starr,NewYork
Johanna,Epstein,NewYork
Michael,Starr,Haifa
Scott,Preston,London
Dana,Sutcliffe,Munchen
Johanna,Preston,Munchen
Michael,Epstein,Haifa
Dana,Harrison,Haifa
Scott,Harrison,PaloAlto
John,Starr,Munchen
John,Lennon,London
Dana,Harrison,NewYork
Steven,Harrison,PaloAlto
Albert,Starr,Munchen
Albert,Harrison,Haifa
Scott,Lennon,NewYork
Michael,Harrison,PaloAlto
Scott,Ono,PaloAlto
Dana,McCartney,NewYork
Michael,Sutcliffe,Hamburg
Steven,Sutcliffe,Haifa
Albert,Ono,Hamburg
Michael,Starr,Munchen
Steven,Starr,Kiel
John,Ono,TelAviv
Marc,Lennon,London
Dana,Preston,TelAviv
Albert,Ono,NewYork
Dana,Sutcliffe,Kiel
Albert,Sutcliffe,London
John,Lennon,PaloAlto
Dana,Preston,TelAviv
Albert,McCartney,Haifa
Marc,Epstein,Hamburg
John,McCartney,Munchen
Johanna,Epstein,TelAviv
John,Lennon,TelAviv
Scott,Epstein,NewYork
Scott,Ono,Kiel
John,Starr,Munchen
Dana,Lennon,Kiel
Michael,Lennon,PaloAlto
Albert,Starr,London
Albert,Epstein,Hamburg
Dana,Lennon,Haifa
Marc,Preston,London
Marc,Harrison,Munchen
Johanna,Sutcliffe,Hamburg
Michael,Harrison,NewYork
Dana,Preston,Haifa
Steven,Starr,TelAviv
Michael,Starr,Kiel
Scott,Preston,Hamburg
Dana,Preston,Munchen
Johanna,McCartney,Kiel
Johanna,Ono,Haifa
Steven,Ono,Haifa
Dana,Ono,Kiel
Dana,Harrison,London
John,Preston,NewYork
Steven,Harrison,PaloAlto
Steven,McCartney,Hamburg
Albert,Preston,Hamburg
Scott,Lennon,TelAviv
