firstname,secondname,city
Albert,Preston,Munchen
John,Preston,Kiel
Michael,Starr,Kiel
John,Harrison,Kiel
Marc,McCartney,London
Dana,Harrison,Munchen
Johanna,McCartney,TelAviv
John,Starr,Munchen
John,McCartney,Haifa
Scott,McCartney,Haifa
Johanna,McCartney,TelAviv
Albert,Harrison,TelAviv
Michael,Lennon,NewYork
Dana,Harrison,PaloAlto
Albert,Lennon,PaloAlto
Johanna,Lennon,Kiel
Dana,Harrison,Kiel
Scott,Preston,PaloAlto
Albert,Starr,TelAviv
John,Sutcliffe,London
Marc,Preston,Kiel
John,Preston,Hamburg
Scott,Sutcliffe,Munchen
Johanna,Epstein,Munchen
Steven,Preston,TelAviv
John,Lennon,NewYork
Michael,Preston,TelAviv
Johanna,Ono,Hamburg
Dana,Starr,TelAviv
Steven,Lennon,TelAviv
Dana,McCartney,NewYork
Scott,McCartney,Hamburg
Steven,McCartney,Haifa
Steven,McCartney,TelAviv
Scott,Harrison,PaloAlto
Dana,Preston,PaloAlto
Scott,McCartney,Haifa
Marc,Preston,Kiel
Steven,Sutcliffe,NewYork
Albert,Epstein,Hamburg
Johanna,Lennon,TelAviv
Steven,Lennon,Munchen
Dana,Preston,NewYork
Albert,Epstein,NewYork
Dana,Epstein,TelAviv
Dana,Preston,London
Scott,Lennon,Haifa
Dana,Lennon,Hamburg
Albert,Preston,NewYork
John,Sutcliffe,London
Steven,McCartney,Haifa
Albert,Ono,NewYork
Michael,Ono,London
Albert,Harrison,London
Johanna,Epstein,Hamburg
John,Starr,PaloAlto
Steven,Starr,PaloAlto
John,Preston,NewYork
Marc,Sutcliffe,Haifa
Marc,Harrison,TelAviv
Michael,Epstein,Hamburg
Steven,Lennon,London
Steven,Preston,London
Steven,Ono,PaloAlto
Steven,Starr,TelAviv
Scott,Sutcliffe,Hamburg
Johanna,Harrison,TelAviv
Albert,Sutcliffe,TelAviv
Steven,Epstein,NewYork
John,Sutcliffe,TelAviv
Michael,Epstein,Kiel
Albert,Preston,TelAviv
Scott,Preston,Haifa
Dana,Ono,Munchen
Michael,Preston,NewYork
