firstname,secondname,city
Albert,Ono,NewYork
Johanna,Harrison,Hamburg
John,Epstein,TelAviv
Albert,Sutcliffe,London
John,Lennon,Munchen
Michael,Sutcliffe,TelAviv
John,McCartney,Hamburg
Marc,McCartney,Hamburg
Marc,Harrison,NewYork
Johanna,Starr,PaloAlto
Michael,Ono,London
Dana,Preston,TelAviv
Scott,Epstein,Haifa
Scott,Harrison,Haifa
Albert,Preston,Munchen
Johanna,McCartney,Munchen
Dana,Epstein,TelAviv
Johanna,Starr,Kiel
Michael,Lennon,London
Albert,Ono,London
Dana,Harrison,TelAviv
Marc,Harrison,NewYork
Marc,Ono,PaloAlto
John,Lennon,Haifa
Steven,Sutcliffe,Kiel
Scott,Lennon,TelAviv
Johanna,Epstein,TelAviv
Scott,Preston,NewYork
John,Starr,TelAviv
Steven,Epstein,NewYork
John,Lennon,Hamburg
Marc,Starr,Haifa
Albert,Epstein,Haifa
Johanna,Preston,TelAviv
Steven,Starr,London
Dana,Ono,Hamburg
Michael,Lennon,PaloAlto
Marc,Preston,Kiel
Marc,Starr,London
Michael,Sutcliffe,PaloAlto
Michael,Sutcliffe,TelAviv
Michael,Epstein,Munchen
Michael,Epstein,TelAviv
Dana,Harrison,PaloAlto
Scott,Epstein,PaloAlto
Marc,Starr,Kiel
Dana,McCartney,PaloAlto
Dana,Lennon,NewYork
Steven,Sutcliffe,London
Michael,Starr,TelAviv
Steven,Harrison,NewYork
Johanna,Sutcliffe,Hamburg
John,Epstein,Haifa
Marc,McCartney,PaloAlto
Johanna,Preston,NewYork
Marc,Epstein,NewYork
Scott,Harrison,London
Albert,Lennon,Kiel
Steven,McCartney,Kiel
Dana,Lennon,TelAviv
Scott,Sutcliffe,Kiel
Marc,Epstein,Munchen
Scott,Sutcliffe,London
Dana,Lennon,Munchen
Albert,Ono,TelAviv
Scott,Harrison,NewYork
Marc,Sutcliffe,Haifa
Dana,Preston,Hamburg
Dana,Harrison,TelAviv
Scott,Ono,Hamburg
John,McCartney,Hamburg
Scott,Preston,London
John,Epstein,NewYork
Michael,Sutcliffe,Kiel
Albert,Preston,NewYork
