firstname,secondname,city
Johanna,Sutcliffe,TelAviv
Scott,Epstein,NewYork
Marc,Ono,Haifa
Dana,Lennon,Munchen
Marc,Lennon,PaloAlto
Dana,Ono,Kiel
Scott,McCartney,PaloAlto
John,Starr,London
John,Epstein,Kiel
Michael,Starr,Munchen
Scott,Lennon,Kiel
Johanna,Starr,TelAviv
Albert,Ono,Hamburg
Albert,Sutcliffe,Kiel
Marc,Epstein,TelAviv
Michael,Harrison,Haifa
Marc,Ono,London
Albert,Epstein,Haifa
Steven,McCartney,TelAviv
Albert,McCartney,London
Dana,Starr,London
John,Preston,London
Michael,Harrison,Munchen
Michael,Lennon,NewYork
Marc,Preston,Kiel
Michael,Preston,Hamburg
Marc,Harrison,TelAviv
Scott,Harrison,Munchen
Dana,Starr,PaloAlto
Steven,Harrison,Haifa
Marc,Lennon,PaloAlto
Albert,Ono,London
Michael,Ono,PaloAlto
Dana,Sutcliffe,NewYork
Michael,Ono,London
Scott,Preston,Munchen
Steven,Ono,Munchen
Johanna,Epstein,TelAviv
Johanna,Epstein,Hamburg
Scott,Preston,Kiel
Albert,McCartney,TelAviv
Johanna,Lennon,Munchen
Marc,Ono,Kiel
Michael,Epstein,Haifa
John,Preston,NewYork
Dana,Sutcliffe,Munchen
Albert,McCartney,Haifa
John,Epstein,Kiel
Michael,Starr,Kiel
Steven,Harrison,Munchen
Steven,Epstein,Hamburg
Steven,Starr,Kiel
Albert,Lennon,Kiel
John,Ono,NewYork
Steven,Harrison,Haifa
Scott,McCartney,Munchen
Scott,Sutcliffe,TelAviv
Michael,Sutcliffe,Kiel
John,Starr,NewYork
Albert,Harrison,NewYork
John,Lennon,NewYork
Steven,Preston,NewYork
Scott,Ono,PaloAlto
Dana,Harrison,NewYork
Marc,McCartney,NewYork
John,Ono,TelAviv
Scott,Ono,Haifa
Dana,Lennon,PaloAlto
Albert,Sutcliffe,PaloAlto
Marc,Epstein,Kiel
Dana,Sutcliffe,Kiel
Scott,Harrison,Haifa
Steven,Sutcliffe,NewYork
Dana,Preston,London
Michael,Lennon,Haifa
Dana,Harrison,Hamburg
Dana,Starr,PaloAlto
Steven,Ono,PaloAlto
John,McCartney,TelAviv
Scott,Lennon,London
