firstname,secondname,city
Michael,Epstein,PaloAlto
Michael,McCartney,Munchen
John,Lennon,Haifa
Dana,Epstein,NewYork
Scott,McCartney,Munchen
John,Epstein,Haifa
Marc,Lennon,Munchen
Dana,Sutcliffe,Hamburg
Johanna,Starr,Hamburg
Steven,McCartney,NewYork
Albert,Epstein,Haifa
Steven,Starr,PaloAlto
Steven,Epstein,PaloAlto
Scott,Starr,PaloAlto
Steven,Epstein,PaloAlto
Scott,Ono,London
Johanna,Lennon,Hamburg
Albert,Sutcliffe,NewYork
John,Ono,Kiel
Marc,McCartney,Haifa
Scott,Harrison,Kiel
Johanna,Sutcliffe,NewYork
John,Lennon,PaloAlto
Scott,Starr,PaloAlto
Steven,Starr,PaloAlto
Dana,Harrison,Haifa
John,Epstein,NewYork
Michael,Epstein,NewYork
Steven,Ono,PaloAlto
Steven,McCartney,PaloAlto
Steven,Ono,TelAviv
Albert,Starr,Hamburg
Steven,McCartney,TelAviv
Johanna,Preston,London
Marc,Epstein,NewYork
Michael,Preston,Haifa
Michael,McCartney,Munchen
Johanna,Ono,Kiel
Scott,McCartney,NewYork
Albert,Ono,London
Albert,Preston,Kiel
Albert,Ono,PaloAlto
Johanna,Harrison,Haifa
Steven,Preston,London
Johanna,Epstein,NewYork
Steven,Lennon,Kiel
Johanna,McCartney,Haifa
Scott,Harrison,Kiel
Steven,McCartney,NewYork
John,Epstein,Munchen
Johanna,McCartney,Haifa
Marc,Ono,Kiel
Scott,Sutcliffe,Hamburg
Michael,Harrison,Hamburg
Scott,Preston,Haifa
Johanna,McCartney,Haifa
Michael,Starr,PaloAlto
Marc,Sutcliffe,PaloAlto
Steven,Harrison,NewYork
Johanna,Starr,NewYork
Dana,Preston,Kiel
John,Preston,London
John,Harrison,TelAviv
Michael,Harrison,Hamburg
John,Harrison,Haifa
Albert,Epstein,NewYork
Steven,Sutcliffe,NewYork
John,Sutcliffe,NewYork
Scott,McCartney,London
Michael,McCartney,Munchen
Scott,Sutcliffe,PaloAlto
Dana,Starr,Haifa
Johanna,Starr,TelAviv
Albert,Epstein,Hamburg
Johanna,Harrison,PaloAlto
