firstname,secondname,city
Marc,Sutcliffe,Munchen
Scott,Epstein,PaloAlto
Scott,Sutcliffe,London
Scott,Epstein,London
Dana,Lennon,TelAviv
John,Harrison,Haifa
Steven,Harrison,PaloAlto
John,Harrison,Munchen
Steven,Sutcliffe,NewYork
Marc,Lennon,Kiel
Michael,Epstein,Kiel
Michael,Sutcliffe,Munchen
Albert,Harrison,Haifa
John,Ono,PaloAlto
Scott,Lennon,London
Michael,Epstein,Munchen
Johanna,Harrison,Kiel
Johanna,Sutcliffe,Kiel
Marc,Starr,Kiel
Dana,Ono,Hamburg
Michael,Harrison,Hamburg
John,Harrison,Kiel
Dana,Sutcliffe,London
Albert,Lennon,TelAviv
Dana,McCartney,Haifa
Scott,Epstein,TelAviv
Johanna,Lennon,Kiel
Marc,Lennon,NewYork
Steven,Epstein,NewYork
Steven,Harrison,TelAviv
Johanna,Epstein,TelAviv
Michael,Starr,NewYork
Johanna,Starr,Hamburg
Dana,Starr,Munchen
John,Preston,London
John,Ono,Haifa
John,Starr,PaloAlto
Steven,Ono,TelAviv
John,McCartney,Munchen
Marc,Starr,Munchen
Scott,Lennon,Munchen
John,Preston,Hamburg
Johanna,Sutcliffe,NewYork
Dana,Starr,Munchen
Albert,McCartney,NewYork
Michael,Ono,NewYork
Michael,McCartney,PaloAlto
Scott,Epstein,PaloAlto
Dana,Harrison,Haifa
Michael,Lennon,Munchen
Albert,Harrison,Munchen
Michael,Starr,PaloAlto
Albert,Epstein,Hamburg
Michael,McCartney,NewYork
Steven,Lennon,Haifa
Johanna,Preston,NewYork
Johanna,Sutcliffe,Munchen
Michael,McCartney,Munchen
Marc,McCartney,Kiel
Steven,McCartney,Haifa
Scott,Starr,PaloAlto
Michael,Starr,Haifa
Marc,McCartney,Hamburg
Albert,Lennon,Kiel
Marc,Epstein,Haifa
Marc,McCartney,TelAviv
Scott,Preston,Haifa
Johanna,Preston,Haifa
Johanna,McCartney,TelAviv
Johanna,Harrison,PaloAlto
Dana,Preston,London
John,Lennon,London
Johanna,Sutcliffe,London
Steven,McCartney,NewYork
John,Starr,Haifa
