firstname,secondname,city
Albert,McCartney,Munchen
Scott,Lennon,NewYork
Michael,Harrison,Munchen
Johanna,Epstein,PaloAlto
Dana,Ono,NewYork
Johanna,Preston,Kiel
Scott,Starr,London
Steven,Lennon,Hamburg
Michael,Sutcliffe,Haifa
John,Lennon,TelAviv
Steven,Harrison,PaloAlto
Albert,Sutcliffe,Munchen
Michael,Harrison,Kiel
John,Preston,PaloAlto
Marc,Epstein,PaloAlto
Michael,Preston,TelAviv
Marc,Preston,TelAviv
Johanna,Harrison,TelAviv
Steven,Lennon,TelAviv
Scott,Lennon,Munchen
Johanna,McCartney,Kiel
Johanna,McCartney,NewYork
Marc,Ono,Munchen
Steven,McCartney,Munchen
Albert,Epstein,NewYork
Marc,McCartney,Munchen
Steven,Ono,Haifa
Dana,Lennon,Munchen
Marc,Preston,PaloAlto
Steven,Epstein,NewYork
Marc,Epstein,Haifa
John,Starr,Haifa
John,McCartney,PaloAlto
John,McCartney,PaloAlto
Steven,Epstein,NewYork
Dana,Preston,Haifa
Michael,Harrison,London
John,Epstein,Hamburg
Albert,Epstein,London
Scott,Lennon,TelAviv
John,Epstein,London
Dana,Starr,PaloAlto
Marc,McCartney,London
John,McCartney,Hamburg
Scott,Epstein,Haifa
Scott,Ono,London
Johanna,Starr,Munchen
Dana,Epstein,PaloAlto
Dana,Ono,NewYork
John,McCartney,Kiel
Michael,Harrison,London
Albert,McCartney,PaloAlto
Michael,Lennon,Haifa
Johanna,Ono,NewYork
Michael,Sutcliffe,London
John,Lennon,London
Marc,Sutcliffe,TelAviv
Steven,McCartney,TelAviv
John,Ono,PaloAlto
Dana,Ono,London
Albert,McCartney,Haifa
Scott,Sutcliffe,Kiel
John,Ono,Kiel
Michael,Harrison,TelAviv
Michael,Preston,PaloAlto
Michael,Preston,PaloAlto
Johanna,Lennon,Haifa
Michael,Lennon,Hamburg
Scott,Starr,NewYork
Marc,Preston,NewYork
Albert,Epstein,Hamburg
Dana,Epstein,NewYork
Michael,Preston,London
Marc,Lennon,PaloAlto
Michael,McCartney,TelAviv
