firstname,secondname,city
Steven,McCartney,NewYork
Marc,Epstein,Munchen
Steven,Sutcliffe,Haifa
Johanna,Preston,Hamburg
Steven,Sutcliffe,Munchen
Michael,McCartney,Hamburg
Michael,McCartney,London
Steven,Preston,TelAviv
Steven,Lennon,Hamburg
Marc,Starr,NewYork
John,Ono,Kiel
Marc,Lennon,Hamburg
Albert,Starr,NewYork
Steven,Sutcliffe,TelAviv
Albert,Lennon,Munchen
Marc,Ono,Haifa
Scott,Epstein,Kiel
Michael,Sutcliffe,London
Johanna,Starr,Kiel
Steven,Sutcliffe,Munchen
Scott,Epstein,Munchen
Dana,Harrison,PaloAlto
Marc,McCartney,Kiel
Johanna,Ono,PaloAlto
Dana,McCartney,PaloAlto
Scott,Harrison,Kiel
Dana,McCartney,London
Michael,Ono,Munchen
Albert,Preston,Hamburg
Steven,Starr,Haifa
Dana,Preston,Kiel
Michael,Starr,London
Steven,Preston,Kiel
Scott,Harrison,Kiel
Michael,Preston,Hamburg
Albert,Ono,Munchen
John,Lennon,Munchen
Scott,Starr,NewYork
Michael,Lennon,London
John,Lennon,Hamburg
John,Lennon,Hamburg
Steven,Lennon,London
Johanna,Harrison,Hamburg
Johanna,McCartney,NewYork
John,Epstein,NewYork
Marc,Epstein,Hamburg
Michael,Epstein,Hamburg
Johanna,Harrison,Kiel
Dana,Starr,London
Marc,Preston,Haifa
Dana,Ono,Kiel
Scott,Ono,PaloAlto
Johanna,Starr,London
Dana,Ono,London
Albert,Sutcliffe,PaloAlto
Scott,Lennon,London
John,McCartney,London
Albert,McCartney,Munchen
Albert,McCartney,Kiel
Dana,McCartney,Munchen
Michael,Ono,Munchen
Scott,Epstein,Haifa
Michael,Ono,Munchen
John,Preston,Kiel
Steven,McCartney,London
Albert,Sutcliffe,PaloAlto
Michael,Starr,TelAviv
Michael,Ono,Kiel
Steven,Harrison,TelAviv
Johanna,Preston,London
Michael,Sutcliffe,Munchen
Marc,McCartney,PaloAlto
Johanna,McCartney,PaloAlto
Scott,Sutcliffe,Haifa
Michael,Preston,NewYork
