firstname,secondname,city
Marc,McCartney,Haifa
Michael,Sutcliffe,Haifa
John,Sutcliffe,PaloAlto
Johanna,Preston,PaloAlto
Albert,McCartney,Kiel
Johanna,Starr,Hamburg
John,Preston,PaloAlto
Albert,Preston,Kiel
John,Sutcliffe,Hamburg
Albert,McCartney,London
Marc,McCartney,London
Dana,Sutcliffe,TelAviv
Steven,McCartney,Kiel
Dana,Ono,Haifa
Johanna,McCartney,London
Albert,Harrison,Haifa
Johanna,Lennon,Munchen
Johanna,Preston,Munchen
John,Starr,Haifa
John,McCartney,Haifa
Marc,Harrison,TelAviv
John,McCartney,PaloAlto
Dana,Harrison,PaloAlto
Michael,Sutcliffe,Haifa
Johanna,Sutcliffe,Kiel
Albert,Starr,Munchen
John,Harrison,Kiel
Johanna,Ono,Kiel
Michael,Sutcliffe,NewYork
Michael,Ono,Hamburg
Dana,Starr,Munchen
Marc,Ono,Munchen
Michael,Sutcliffe,TelAviv
Michael,Sutcliffe,Kiel
Dana,McCartney,London
Johanna,Starr,Haifa
John,Lennon,TelAviv
Dana,Epstein,Kiel
Michael,Epstein,London
Scott,Epstein,Munchen
John,Preston,PaloAlto
Johanna,Epstein,PaloAlto
Dana,Lennon,Munchen
Steven,Preston,NewYork
Johanna,Sutcliffe,Munchen
Michael,Preston,Haifa
John,Lennon,Munchen
Albert,Sutcliffe,Munchen
John,Ono,PaloAlto
Dana,Ono,Kiel
Marc,Preston,NewYork
John,McCartney,PaloAlto
John,Epstein,TelAviv
Dana,Ono,London
Dana,Starr,Munchen
Dana,McCartney,PaloAlto
Johanna,Starr,Munchen
Albert,Harrison,Hamburg
Dana,Lennon,Munchen
Steven,Starr,Kiel
Dana,Starr,TelAviv
Steven,Ono,Kiel
Albert,Ono,PaloAlto
Albert,Epstein,Kiel
Albert,Starr,Haifa
Michael,Harrison,PaloAlto
John,Preston,Hamburg
Marc,Sutcliffe,Kiel
Dana,Sutcliffe,Haifa
Marc,Starr,Kiel
Johanna,McCartney,PaloAlto
Dana,Starr,Hamburg
Marc,Lennon,NewYork
Scott,Sutcliffe,Munchen
Michael,Ono,Haifa
Scott,Ono,Hamburg
Albert,Sutcliffe,NewYork
Michael,Lennon,Haifa
Dana,Starr,Hamburg
Michael,Sutcliffe,TelAviv
