firstname,secondname,city
Dana,Sutcliffe,Haifa
Albert,Lennon,London
John,Preston,Haifa
Marc,Epstein,PaloAlto
Dana,Ono,Munchen
Albert,Harrison,Kiel
John,Harrison,Kiel
Michael,Preston,Kiel
Steven,Sutcliffe,PaloAlto
Dana,Sutcliffe,TelAviv
Scott,Lennon,London
Steven,Preston,Kiel
Dana,Sutcliffe,TelAviv
Marc,Sutcliffe,Hamburg
John,Epstein,NewYork
Scott,Preston,Hamburg
Albert,Lennon,London
John,Lennon,Munchen
Scott,Epstein,NewYork
Michael,Preston,PaloAlto
Michael,Lennon,TelAviv
Steven,Preston,Haifa
Scott,Lennon,Munchen
Johanna,McCartney,TelAviv
Scott,Ono,Kiel
Michael,Sutcliffe,Kiel
Steven,Harrison,London
Scott,Preston,PaloAlto
Marc,Harrison,London
Marc,Epstein,NewYork
Michael,Lennon,PaloAlto
Marc,McCartney,London
Dana,Harrison,Munchen
Johanna,Starr,NewYork
Steven,Ono,Haifa
Steven,Ono,Kiel
John,Starr,Kiel
John,Sutcliffe,TelAviv
Marc,McCartney,TelAviv
Scott,Harrison,Haifa
Johanna,Preston,TelAviv
Dana,Lennon,London
Albert,Lennon,Kiel
Michael,Lennon,PaloAlto
Albert,Sutcliffe,TelAviv
Scott,Harrison,Hamburg
John,Sutcliffe,Hamburg
Michael,Preston,Haifa
Dana,Epstein,London
Michael,Sutcliffe,Hamburg
Johanna,Sutcliffe,NewYork
Johanna,Ono,NewYork
John,Epstein,NewYork
Scott,Starr,Kiel
Scott,Harrison,Haifa
Michael,Ono,PaloAlto
Steven,McCartney,TelAviv
Albert,Epstein,TelAviv
John,Ono,Hamburg
Albert,Sutcliffe,Haifa
Dana,Ono,Kiel
Albert,Ono,Kiel
Scott,Preston,London
Michael,Lennon,London
Steven,Preston,Haifa
Michael,Starr,PaloAlto
Scott,Epstein,Kiel
Michael,Ono,NewYork
Marc,Starr,TelAviv
Johanna,Harrison,Haifa
Marc,McCartney,PaloAlto
Michael,McCartney,Munchen
Albert,Starr,TelAviv
Marc,Epstein,NewYork
Albert,Epstein,TelAviv
Marc,Harrison,Haifa
Dana,Preston,Haifa
Steven,Starr,Haifa
Scott,Ono,London
John,Epstein,Haifa
