firstname,secondname,city
Johanna,Starr,TelAviv
Dana,Ono,Munchen
Steven,Ono,Kiel
Dana,Starr,PaloAlto
Michael,Starr,TelAviv
Albert,McCartney,Haifa
Dana,Ono,PaloAlto
Steven,McCartney,Haifa
Albert,Ono,Haifa
Dana,Epstein,Munchen
Steven,Ono,NewYork
Albert,Ono,London
Steven,Starr,Hamburg
Johanna,McCartney,Munchen
Albert,Starr,NewYork
Marc,Sutcliffe,NewYork
John,Harrison,NewYork
Scott,Preston,Kiel
Michael,Ono,NewYork
Michael,Starr,Munchen
Steven,Starr,NewYork
John,Harrison,London
Steven,McCartney,Hamburg
Michael,Sutcliffe,Kiel
Dana,Sutcliffe,Munchen
Scott,Epstein,Haifa
Scott,Harrison,PaloAlto
Dana,Epstein,PaloAlto
Marc,Preston,Haifa
Dana,Starr,PaloAlto
Marc,Harrison,Munchen
Johanna,Ono,TelAviv
Dana,Preston,London
Johanna,Ono,Kiel
Albert,Harrison,Hamburg
Dana,Starr,TelAviv
Steven,McCartney,Haifa
John,Sutcliffe,Hamburg
John,Starr,NewYork
Albert,Sutcliffe,Kiel
Steven,McCartney,Kiel
Marc,Starr,Haifa
Steven,Ono,Kiel
Dana,Ono,Kiel
Michael,Starr,Hamburg
Marc,Preston,NewYork
Albert,Harrison,Kiel
Albert,Sutcliffe,London
John,Preston,PaloAlto
Albert,Preston,London
Albert,Harrison,London
Marc,Preston,Hamburg
Albert,Epstein,Haifa
Michael,Lennon,Munchen
Scott,Starr,Hamburg
Johanna,Sutcliffe,London
Dana,Lennon,Munchen
Dana,McCartney,London
John,McCartney,Haifa
John,Ono,PaloAlto
John,Preston,PaloAlto
Albert,Starr,Haifa
Steven,Harrison,NewYork
Steven,Ono,Hamburg
Dana,Starr,Kiel
Marc,Starr,NewYork
Michael,Lennon,TelAviv
Michael,Ono,NewYork
John,Epstein,Kiel
Steven,Lennon,Hamburg
John,Epstein,NewYork
Steven,Starr,TelAviv
Scott,McCartney,NewYork
Johanna,Sutcliffe,NewYork
Dana,Preston,Hamburg
Scott,Preston,Kiel
John,Ono,NewYork
Scott,Epstein,Kiel
Steven,Starr,NewYork
Scott,Preston,Hamburg
