firstname,secondname,city
John,McCartney,Haifa
Johanna,Harrison,London
Steven,McCartney,PaloAlto
Scott,McCartney,NewYork
Johanna,Harrison,NewYork
Steven,Epstein,Hamburg
Marc,Sutcliffe,Haifa
Dana,McCartney,Hamburg
Albert,Harrison,London
Marc,Starr,Kiel
Michael,Harrison,Kiel
Steven,Epstein,NewYork
John,Starr,Haifa
Steven,McCartney,Munchen
John,Lennon,Kiel
Albert,Harrison,Munchen
Dana,Lennon,TelAviv
Albert,Preston,Haifa
Albert,Sutcliffe,Hamburg
Marc,Epstein,Kiel
Albert,Ono,NewYork
Johanna,Starr,Haifa
Dana,Harrison,PaloAlto
Albert,Starr,Hamburg
Marc,Lennon,PaloAlto
Albert,Ono,Munchen
John,Ono,PaloAlto
John,Lennon,Haifa
Dana,Starr,Munchen
Albert,Sutcliffe,NewYork
Marc,Ono,TelAviv
John,Ono,PaloAlto
Michael,Preston,Kiel
Albert,Epstein,TelAviv
Steven,Lennon,Hamburg
John,Ono,Kiel
Dana,Lennon,Munchen
Steven,Harrison,Kiel
Marc,McCartney,PaloAlto
Scott,Harrison,Haifa
Marc,Epstein,PaloAlto
Michael,Lennon,PaloAlto
Johanna,Harrison,NewYork
Steven,Preston,London
John,Ono,PaloAlto
Albert,Epstein,Munchen
Albert,Lennon,TelAviv
Scott,Lennon,NewYork
Scott,Ono,Kiel
Dana,Sutcliffe,Hamburg
John,Ono,NewYork
Scott,Ono,NewYork
John,Sutcliffe,Haifa
Albert,Lennon,Hamburg
Dana,Ono,NewYork
Steven,Ono,Haifa
Marc,Sutcliffe,London
Michael,Ono,Hamburg
Johanna,Lennon,Hamburg
Dana,Lennon,Kiel
Marc,Starr,London
Scott,Starr,Kiel
Steven,Lennon,NewYork
John,Ono,London
Scott,Harrison,Haifa
John,Harrison,NewYork
Scott,Ono,Hamburg
Marc,Lennon,NewYork
Steven,Starr,TelAviv
Steven,Preston,Haifa
Michael,Ono,PaloAlto
Scott,Epstein,NewYork
Dana,Ono,Munchen
Dana,Lennon,Hamburg
Dana,Ono,Kiel
Dana,Ono,Munchen
Albert,Lennon,Haifa
Marc,McCartney,Haifa
Marc,Epstein,NewYork
John,Harrison,NewYork
