firstname,secondname,city
Michael,McCartney,TelAviv
Michael,Preston,Kiel
Dana,Harrison,Munchen
Marc,Lennon,Hamburg
Steven,Lennon,Munchen
Dana,Harrison,Kiel
Johanna,Harrison,London
Michael,Lennon,PaloAlto
Steven,Ono,PaloAlto
Dana,McCartney,PaloAlto
Albert,Preston,Haifa
Scott,Starr,Munchen
Michael,Epstein,Haifa
Johanna,Starr,Hamburg
Johanna,Sutcliffe,Haifa
Dana,Harrison,Kiel
Dana,Starr,Kiel
Johanna,Preston,Haifa
Dana,Sutcliffe,Kiel
Scott,Sutcliffe,Munchen
John,Lennon,Kiel
John,Harrison,Munchen
Dana,Epstein,PaloAlto
Albert,Harrison,NewYork
Dana,Harrison,TelAviv
John,Starr,London
Michael,Lennon,NewYork
Johanna,Starr,Haifa
Marc,McCartney,Haifa
Johanna,McCartney,Kiel
John,McCartney,NewYork
Scott,Harrison,PaloAlto
Marc,McCartney,Hamburg
John,Sutcliffe,Munchen
Marc,Sutcliffe,London
Scott,Epstein,Haifa
John,Epstein,Munchen
Marc,Ono,Kiel
Marc,Harrison,Kiel
Michael,Harrison,Kiel
Scott,Starr,Hamburg
Albert,Starr,Hamburg
John,Harrison,Munchen
Steven,Sutcliffe,Kiel
Dana,Epstein,NewYork
Marc,Sutcliffe,Hamburg
Scott,McCartney,TelAviv
John,Sutcliffe,London
Johanna,McCartney,Kiel
Scott,Ono,PaloAlto
John,Epstein,Munchen
John,Lennon,Munchen
Johanna,Ono,PaloAlto
Dana,McCartney,Hamburg
John,Ono,Haifa
Scott,Epstein,Haifa
Michael,Preston,Haifa
Michael,Preston,PaloAlto
Johanna,Preston,London
Steven,McCartney,London
Michael,Preston,Munchen
Steven,Lennon,Munchen
Michael,Epstein,Kiel
John,Ono,TelAviv
John,McCartney,Hamburg
John,Sutcliffe,PaloAlto
Scott,Preston,Haifa
John,Lennon,PaloAlto
Marc,Sutcliffe,Kiel
John,Ono,TelAviv
Marc,McCartney,PaloAlto
Scott,Starr,PaloAlto
Marc,Sutcliffe,Hamburg
Albert,Preston,PaloAlto
John,Preston,London
Steven,Epstein,TelAviv
John,Epstein,TelAviv
Steven,Ono,Haifa
John,Harrison,PaloAlto
Johanna,Sutcliffe,Munchen
