firstname,secondname,city
Scott,Lennon,Hamburg
Johanna,Preston,NewYork
Steven,Sutcliffe,London
John,Harrison,Haifa
Johanna,Ono,NewYork
Scott,Starr,Hamburg
Johanna,Starr,Kiel
Marc,Starr,PaloAlto
Albert,Lennon,London
Scott,McCartney,Hamburg
Michael,Lennon,London
Marc,Lennon,London
Dana,Epstein,London
Albert,Ono,NewYork
Dana,Lennon,Munchen
Steven,Preston,Kiel
Scott,Harrison,Hamburg
Johanna,Ono,London
Albert,Epstein,Munchen
Scott,McCartney,PaloAlto
Marc,Epstein,TelAviv
John,Lennon,NewYork
Scott,Sutcliffe,Haifa
Marc,Ono,Kiel
Dana,Sutcliffe,NewYork
Michael,Starr,NewYork
Steven,McCartney,TelAviv
Michael,Ono,PaloAlto
John,Ono,London
Steven,Lennon,London
Michael,Ono,NewYork
John,Epstein,Kiel
Marc,Lennon,London
Scott,Preston,NewYork
Marc,Ono,PaloAlto
Scott,Lennon,PaloAlto
Johanna,Lennon,Haifa
Dana,Preston,PaloAlto
Dana,Preston,Kiel
John,McCartney,Munchen
Albert,Sutcliffe,Kiel
Albert,Sutcliffe,London
Albert,Sutcliffe,Hamburg
Steven,Ono,Kiel
Johanna,Sutcliffe,Hamburg
Dana,Lennon,TelAviv
John,Lennon,Munchen
Albert,Ono,TelAviv
Johanna,Epstein,NewYork
Steven,Epstein,PaloAlto
Steven,Lennon,PaloAlto
Dana,McCartney,PaloAlto
Albert,Harrison,NewYork
Albert,Preston,Kiel
Dana,Epstein,TelAviv
Marc,Starr,Munchen
Michael,Ono,Haifa
Johanna,Harrison,TelAviv
Dana,McCartney,NewYork
Scott,Sutcliffe,Haifa
Michael,McCartney,Kiel
Albert,Starr,NewYork
Michael,Harrison,NewYork
Dana,Ono,London
Johanna,Sutcliffe,Munchen
Dana,McCartney,Kiel
John,McCartney,London
Marc,McCartney,Munchen
Marc,Sutcliffe,Munchen
Johanna,McCartney,Hamburg
Johanna,Starr,NewYork
Marc,Preston,Hamburg
Albert,Lennon,TelAviv
Dana,Preston,NewYork
Michael,McCartney,Hamburg
Scott,Lennon,Hamburg
Scott,Harrison,Hamburg
Albert,Harrison,TelAviv
Marc,Starr,London
Johanna,Harrison,Munchen
