firstname,secondname,city
Steven,Lennon,London
Steven,Ono,Hamburg
John,Preston,Munchen
Johanna,McCartney,NewYork
Steven,Starr,Haifa
Steven,Sutcliffe,Hamburg
Michael,Epstein,Kiel
Michael,Lennon,Haifa
Albert,Preston,Kiel
Marc,Epstein,PaloAlto
John,Lennon,Munchen
Scott,Preston,Hamburg
Scott,Sutcliffe,PaloAlto
Marc,Starr,Munchen
Scott,Sutcliffe,London
Michael,Ono,Hamburg
Johanna,Starr,PaloAlto
Dana,Harrison,TelAviv
Steven,Lennon,TelAviv
John,Lennon,NewYork
Scott,Epstein,Hamburg
John,Sutcliffe,Munchen
Johanna,Ono,TelAviv
Johanna,Preston,Munchen
Steven,Harrison,TelAviv
Marc,Lennon,London
Dana,Preston,Kiel
Michael,Ono,Munchen
Dana,Ono,Haifa
John,Epstein,Haifa
John,Lennon,PaloAlto
Dana,Epstein,London
Scott,McCartney,Munchen
Marc,Preston,NewYork
John,Harrison,TelAviv
Dana,Preston,Kiel
Johanna,Harrison,London
Scott,Epstein,TelAviv
Steven,Lennon,Munchen
Michael,Epstein,London
Steven,Starr,Hamburg
Steven,Sutcliffe,NewYork
Steven,Ono,TelAviv
Johanna,Harrison,Hamburg
Dana,Epstein,London
John,Preston,PaloAlto
Michael,Lennon,Haifa
John,McCartney,NewYork
Albert,Lennon,NewYork
Marc,Harrison,NewYork
John,Ono,Kiel
Albert,Ono,TelAviv
Michael,Starr,Kiel
Johanna,Sutcliffe,London
Johanna,Starr,Haifa
Albert,Lennon,London
Dana,Starr,PaloAlto
Marc,Ono,TelAviv
Marc,Preston,Kiel
Scott,Starr,Hamburg
John,Harrison,Haifa
Scott,Epstein,London
John,Lennon,Kiel
Steven,Sutcliffe,Kiel
Albert,Preston,London
Dana,Lennon,London
Scott,Sutcliffe,PaloAlto
Scott,Lennon,TelAviv
Johanna,Starr,Munchen
Albert,Harrison,Haifa
Steven,Lennon,London
Marc,Starr,TelAviv
Johanna,Sutcliffe,Kiel
Albert,Lennon,Kiel
Dana,Sutcliffe,Haifa
Marc,Lennon,TelAviv
Albert,McCartney,PaloAlto
Scott,Harrison,PaloAlto
John,Lennon,Kiel
Michael,Lennon,London
