firstname,secondname,city
Marc,Starr,NewYork
John,Preston,Hamburg
Michael,Epstein,London
Michael,McCartney,PaloAlto
Steven,Starr,Kiel
Scott,McCartney,NewYork
Steven,Sutcliffe,Kiel
Scott,Sutcliffe,NewYork
John,Starr,London
Albert,Starr,NewYork
Marc,McCartney,London
Albert,Ono,Haifa
John,Sutcliffe,PaloAlto
Michael,Ono,PaloAlto
Michael,Ono,Hamburg
Steven,Harrison,Haifa
Johanna,Epstein,Haifa
Scott,Starr,PaloAlto
Dana,McCartney,PaloAlto
Michael,Harrison,PaloAlto
Albert,Epstein,Hamburg
Michael,Epstein,Kiel
Michael,Epstein,Hamburg
Johanna,Ono,PaloAlto
Johanna,Lennon,NewYork
Steven,Sutcliffe,TelAviv
John,Preston,Hamburg
Albert,Preston,TelAviv
Michael,Epstein,Hamburg
Johanna,Sutcliffe,Haifa
Dana,Harrison,Kiel
Michael,Starr,London
Marc,Sutcliffe,Haifa
Scott,Sutcliffe,TelAviv
Albert,Lennon,TelAviv
Scott,Harrison,Kiel
Marc,Preston,PaloAlto
Scott,Epstein,Hamburg
Steven,Harrison,London
Michael,Preston,Munchen
Steven,Harrison,NewYork
Steven,Starr,Haifa
Michael,Epstein,Haifa
Marc,McCartney,Kiel
Michael,Harrison,Munchen
Michael,McCartney,TelAviv
Michael,Ono,Munchen
Scott,Preston,Haifa
Marc,Sutcliffe,London
Johanna,Lennon,Haifa
Michael,Epstein,London
Steven,Harrison,Kiel
Dana,Harrison,PaloAlto
Dana,Preston,Kiel
Albert,Lennon,NewYork
Steven,Ono,TelAviv
Steven,Ono,Haifa
Johanna,Ono,Kiel
Scott,Preston,TelAviv
Scott,Ono,NewYork
Johanna,Ono,Kiel
Johanna,Lennon,TelAviv
John,Ono,Kiel
John,Lennon,Munchen
Marc,Starr,London
Dana,Preston,Kiel
Scott,Epstein,Kiel
Steven,Starr,NewYork
Marc,Starr,Munchen
Dana,Preston,Kiel
Albert,Sutcliffe,TelAviv
Scott,Epstein,London
Steven,Preston,Haifa
Steven,Epstein,Kiel
Scott,McCartney,PaloAlto
Dana,McCartney,TelAviv
Marc,Lennon,PaloAlto
Steven,Starr,Haifa
Dana,Harrison,NewYork
Albert,Sutcliffe,Kiel
