firstname,secondname,city
Steven,Starr,Hamburg
John,Sutcliffe,TelAviv
John,Lennon,Haifa
Steven,Harrison,Hamburg
Marc,Harrison,Kiel
Johanna,McCartney,Haifa
Dana,McCartney,Haifa
John,Epstein,Hamburg
Steven,Sutcliffe,NewYork
Steven,Sutcliffe,PaloAlto
Albert,Ono,Hamburg
Dana,Preston,NewYork
Marc,Starr,Kiel
Dana,Lennon,Kiel
Johanna,Sutcliffe,Kiel
Johanna,Epstein,Haifa
Marc,Starr,Kiel
Dana,Preston,Hamburg
Dana,Epstein,Hamburg
Scott,Starr,London
Steven,Lennon,Hamburg
Dana,Ono,PaloAlto
Marc,Sutcliffe,Kiel
Marc,Starr,Hamburg
Dana,Sutcliffe,PaloAlto
Albert,Ono,PaloAlto
Albert,Lennon,NewYork
Scott,Ono,PaloAlto
John,Lennon,London
Johanna,McCartney,London
Steven,Preston,PaloAlto
Albert,Starr,Hamburg
Marc,Ono,Kiel
John,Harrison,TelAviv
Albert,McCartney,Kiel
Scott,Sutcliffe,Haifa
Dana,Preston,Haifa
Steven,Epstein,PaloAlto
Johanna,Harrison,PaloAlto
Dana,Ono,Munchen
Johanna,McCartney,NewYork
Johanna,McCartney,TelAviv
John,Ono,Haifa
Scott,Starr,Munchen
Scott,Harrison,NewYork
Marc,Lennon,Kiel
Steven,Harrison,London
John,Preston,Haifa
Albert,McCartney,Hamburg
Steven,Epstein,Munchen
John,McCartney,PaloAlto
Michael,Preston,Hamburg
Steven,Preston,NewYork
Marc,Preston,Haifa
Michael,Lennon,Haifa
Marc,Epstein,London
John,McCartney,Haifa
Scott,Ono,Haifa
Marc,Sutcliffe,Munchen
Steven,Starr,TelAviv
Scott,Epstein,PaloAlto
Dana,Epstein,Munchen
Johanna,Sutcliffe,TelAviv
Michael,Preston,Kiel
John,Ono,Haifa
Michael,Ono,Hamburg
John,Ono,Haifa
Steven,Ono,Munchen
Michael,Ono,London
Marc,McCartney,Hamburg
Scott,Epstein,London
Johanna,Harrison,Munchen
Dana,Preston,Munchen
Scott,Preston,Hamburg
Steven,Ono,NewYork
Dana,Ono,Hamburg
Johanna,Harrison,London
Scott,Harrison,Munchen
Dana,Sutcliffe,Haifa
Scott,McCartney,NewYork
