firstname,secondname,city
Dana,Harrison,NewYork
Dana,Lennon,TelAviv
Johanna,Preston,Munchen
Michael,Harrison,Haifa
Dana,Starr,NewYork
John,Epstein,NewYork
John,McCartney,Munchen
Steven,Ono,London
Steven,Ono,Haifa
Scott,Sutcliffe,TelAviv
Dana,Starr,London
Dana,Sutcliffe,PaloAlto
Johanna,Epstein,PaloAlto
Dana,Epstein,Kiel
John,Preston,TelAviv
Steven,McCartney,NewYork
Albert,Preston,Munchen
Albert,McCartney,Haifa
Scott,McCartney,Munchen
Marc,Sutcliffe,Haifa
Dana,Preston,Haifa
Albert,Lennon,Haifa
Steven,Ono,London
Johanna,Starr,NewYork
John,Sutcliffe,TelAviv
Scott,Preston,NewYork
John,Sutcliffe,London
Albert,Preston,TelAviv
Michael,Sutcliffe,TelAviv
Johanna,Sutcliffe,Munchen
Dana,Harrison,NewYork
John,Epstein,NewYork
Albert,Epstein,London
Marc,Harrison,Hamburg
Scott,Harrison,Hamburg
Dana,Preston,Munchen
Scott,Ono,PaloAlto
Johanna,Starr,Kiel
Johanna,Harrison,London
Dana,Preston,Kiel
Michael,Harrison,NewYork
Marc,Epstein,TelAviv
John,Harrison,NewYork
Johanna,Starr,TelAviv
Steven,Lennon,Kiel
John,Sutcliffe,Haifa
Dana,McCartney,TelAviv
Johanna,Lennon,Munchen
Steven,Preston,London
Johanna,Starr,PaloAlto
Marc,Sutcliffe,PaloAlto
Albert,Starr,Haifa
Dana,Ono,Haifa
Dana,Lennon,Hamburg
Johanna,Sutcliffe,Kiel
Marc,Sutcliffe,TelAviv
Scott,McCartney,London
Johanna,McCartney,TelAviv
Johanna,Ono,Haifa
Johanna,McCartney,Haifa
John,Starr,PaloAlto
Marc,McCartney,NewYork
John,McCartney,TelAviv
Dana,Sutcliffe,Munchen
Dana,Ono,Haifa
Dana,Ono,TelAviv
Johanna,McCartney,Haifa
Johanna,McCartney,TelAviv
Johanna,Sutcliffe,Kiel
Steven,Starr,Kiel
Marc,Epstein,Kiel
Johanna,Ono,Munchen
John,Preston,London
John,Ono,Hamburg
Marc,Starr,Hamburg
Michael,Epstein,Munchen
Johanna,Epstein,Kiel
Steven,McCartney,London
Marc,Preston,Hamburg
Steven,McCartney,Munchen
