firstname,secondname,city
Dana,McCartney,PaloAlto
John,McCartney,PaloAlto
Dana,Sutcliffe,PaloAlto
Johanna,Starr,NewYork
John,Sutcliffe,TelAviv
Dana,Lennon,Kiel
Dana,Epstein,PaloAlto
John,Ono,Kiel
Scott,Harrison,NewYork
Marc,McCartney,PaloAlto
Dana,McCartney,Hamburg
Michael,McCartney,London
Dana,Ono,TelAviv
Johanna,Epstein,Munchen
John,Ono,Haifa
Scott,Ono,NewYork
Albert,Epstein,NewYork
John,McCartney,Munchen
John,Epstein,NewYork
Johanna,Harrison,London
Johanna,Epstein,Kiel
Steven,Ono,NewYork
Michael,Ono,Munchen
Marc,Harrison,TelAviv
Michael,Ono,Kiel
Scott,Starr,NewYork
Dana,Lennon,PaloAlto
Steven,Preston,Hamburg
Johanna,Epstein,Hamburg
Dana,Epstein,TelAviv
John,Lennon,Haifa
Marc,McCartney,PaloAlto
John,Epstein,NewYork
Scott,Preston,Munchen
Marc,Harrison,Hamburg
Johanna,Epstein,Munchen
Albert,Epstein,NewYork
Johanna,Starr,PaloAlto
Steven,Epstein,PaloAlto
Steven,Ono,TelAviv
Dana,Preston,PaloAlto
Albert,Sutcliffe,Haifa
Marc,McCartney,TelAviv
Albert,McCartney,PaloAlto
Dana,Lennon,PaloAlto
Johanna,Lennon,Kiel
Johanna,Sutcliffe,NewYork
Steven,Harrison,PaloAlto
Dana,McCartney,TelAviv
Johanna,Ono,TelAviv
Johanna,Sutcliffe,London
Steven,Epstein,TelAviv
Scott,Sutcliffe,TelAviv
Scott,Sutcliffe,Haifa
Steven,Preston,Munchen
Michael,Ono,Kiel
Albert,Harrison,NewYork
John,Harrison,PaloAlto
Marc,Sutcliffe,London
Dana,Lennon,PaloAlto
Albert,McCartney,Kiel
Marc,Harrison,Haifa
Michael,Preston,TelAviv
Marc,Epstein,Kiel
Steven,Preston,TelAviv
Michael,Epstein,London
Scott,McCartney,London
Dana,Epstein,Haifa
Steven,Lennon,PaloAlto
Michael,Sutcliffe,London
Marc,Preston,TelAviv
Marc,Sutcliffe,TelAviv
John,Lennon,Haifa
Scott,Epstein,Munchen
Michael,Preston,Haifa
