firstname,secondname,city
Johanna,Ono,TelAviv
Steven,Sutcliffe,London
Albert,Preston,London
Scott,Epstein,Munchen
Johanna,Starr,Haifa
Albert,Sutcliffe,Hamburg
Scott,Sutcliffe,PaloAlto
Dana,Lennon,PaloAlto
Johanna,Sutcliffe,Haifa
Marc,Preston,Munchen
Michael,Starr,Haifa
Albert,Lennon,Haifa
Albert,Lennon,Kiel
Marc,Harrison,Hamburg
Marc,McCartney,TelAviv
Scott,Harrison,Haifa
Dana,Ono,Haifa
Albert,Sutcliffe,PaloAlto
Johanna,Lennon,NewYork
John,Starr,Haifa
Albert,Preston,Munchen
Albert,McCartney,Munchen
Dana,Epstein,NewYork
Marc,Starr,Hamburg
Dana,Starr,Hamburg
Steven,Lennon,PaloAlto
Steven,McCartney,Kiel
Johanna,McCartney,London
Steven,Preston,Haifa
Scott,Harrison,TelAviv
Marc,Ono,Munchen
Dana,Preston,London
Scott,Ono,TelAviv
Michael,Starr,TelAviv
Dana,Sutcliffe,PaloAlto
Albert,Lennon,London
Steven,Sutcliffe,Hamburg
Steven,Harrison,London
Albert,Lennon,PaloAlto
Michael,McCartney,Munchen
Marc,Lennon,TelAviv
Johanna,Sutcliffe,Kiel
John,Harrison,Haifa
Johanna,Lennon,Munchen
Albert,Sutcliffe,Haifa
Dana,Sutcliffe,Haifa
Scott,Epstein,NewYork
Michael,Harrison,London
Albert,Starr,NewYork
Michael,Starr,TelAviv
Michael,Sutcliffe,Munchen
Michael,Harrison,TelAviv
Johanna,Starr,Kiel
Albert,Ono,Kiel
Dana,McCartney,TelAviv
Michael,Ono,Haifa
Marc,Ono,NewYork
Steven,Epstein,Munchen
John,Ono,TelAviv
Michael,Epstein,PaloAlto
Marc,Epstein,Haifa
Michael,Harrison,Haifa
John,McCartney,Munchen
Johanna,Sutcliffe,PaloAlto
John,Starr,Kiel
John,McCartney,PaloAlto
Albert,Sutcliffe,NewYork
Dana,Epstein,TelAviv
Scott,Epstein,Hamburg
Michael,Ono,Kiel
John,McCartney,Haifa
Johanna,Preston,Kiel
Steven,Epstein,London
Johanna,McCartney,London
John,Lennon,Munchen
