firstname,secondname,city
Albert,Lennon,London
Scott,Lennon,NewYork
Dana,Harrison,Haifa
Dana,Preston,London
Scott,Ono,Hamburg
Johanna,Ono,PaloAlto
Dana,Lennon,Munchen
Marc,Sutcliffe,TelAviv
Steven,Epstein,Munchen
John,Harrison,Hamburg
Scott,McCartney,Munchen
John,Harrison,PaloAlto
Scott,Sutcliffe,PaloAlto
Johanna,Preston,TelAviv
Johanna,Ono,London
Johanna,Epstein,TelAviv
John,Starr,NewYork
Johanna,Sutcliffe,NewYork
John,Lennon,PaloAlto
Steven,Preston,TelAviv
Michael,Epstein,TelAviv
Johanna,Starr,Munchen
Dana,Epstein,Munchen
Michael,Harrison,Haifa
Dana,Harrison,Munchen
John,McCartney,Kiel
Dana,McCartney,Haifa
Michael,Lennon,Haifa
Johanna,Preston,Kiel
Albert,McCartney,Haifa
Michael,Harrison,Munchen
Scott,McCartney,Kiel
Michael,Lennon,Haifa
Michael,Harrison,Kiel
Scott,Lennon,London
Marc,Ono,Munchen
Scott,McCartney,Munchen
Scott,McCartney,TelAviv
Dana,Preston,Munchen
Michael,Sutcliffe,Hamburg
Steven,Preston,Haifa
Johanna,Ono,TelAviv
Johanna,Ono,Munchen
Steven,Ono,PaloAlto
Scott,Sutcliffe,Haifa
Michael,Ono,Hamburg
John,Harrison,Haifa
Dana,Preston,London
Albert,Preston,Hamburg
Michael,Sutcliffe,NewYork
Scott,Ono,Hamburg
Albert,Starr,London
Steven,McCartney,Haifa
Albert,Preston,NewYork
Scott,Lennon,Kiel
Marc,Sutcliffe,Hamburg
Johanna,Epstein,London
Steven,Ono,NewYork
Dana,Starr,Haifa
Marc,Harrison,PaloAlto
Michael,McCartney,Hamburg
Johanna,Sutcliffe,TelAviv
Scott,Starr,Haifa
Steven,Epstein,TelAviv
Michael,Ono,PaloAlto
Marc,Ono,Kiel
Dana,Ono,TelAviv
Michael,Sutcliffe,Kiel
Dana,McCartney,Kiel
Dana,Harrison,Hamburg
Albert,Preston,Hamburg
Marc,Epstein,TelAviv
Michael,Lennon,Munchen
Johanna,Harrison,TelAviv
Michael,Starr,London
