firstname,secondname,city
Dana,Preston,PaloAlto
Michael,Epstein,PaloAlto
Albert,Ono,TelAviv
Steven,Lennon,London
Dana,McCartney,NewYork
Johanna,McCartney,NewYork
Scott,Preston,Kiel
Steven,McCartney,TelAviv
Johanna,Harrison,Kiel
Scott,Sutcliffe,Haifa
Michael,Starr,Kiel
Johanna,Sutcliffe,TelAviv
Michael,McCartney,Kiel
Steven,Sutcliffe,Haifa
Marc,Lennon,PaloAlto
Johanna,Sutcliffe,Kiel
Michael,Lennon,PaloAlto
Michael,Sutcliffe,NewYork
Johanna,Ono,Haifa
Michael,Lennon,Munchen
John,Lennon,Haifa
Johanna,Epstein,Kiel
Steven,McCartney,NewYork
Michael,Sutcliffe,PaloAlto
Johanna,Starr,NewYork
Dana,Starr,Haifa
Scott,Harrison,NewYork
Albert,Starr,PaloAlto
Marc,Preston,London
Dana,Ono,NewYork
Dana,Starr,PaloAlto
Michael,Preston,Hamburg
Dana,Harrison,London
Steven,Preston,Kiel
Steven,Sutcliffe,Munchen
John,McCartney,Hamburg
Michael,Harrison,Haifa
Michael,Preston,TelAviv
Michael,Lennon,London
Dana,McCartney,London
Dana,Sutcliffe,Haifa
Dana,Epstein,Hamburg
Johanna,Harrison,Kiel
Johanna,Harrison,Hamburg
John,Starr,PaloAlto
Dana,McCartney,Haifa
Marc,McCartney,London
Michael,McCartney,Munchen
Johanna,Harrison,Haifa
Scott,Epstein,NewYork
Scott,Preston,PaloAlto
Steven,Starr,Hamburg
Marc,Lennon,TelAviv
Scott,Starr,Munchen
Marc,Epstein,Munchen
Dana,McCartney,Munchen
John,McCartney,NewYork
Albert,Epstein,Haifa
Steven,Preston,TelAviv
Marc,Ono,Haifa
Johanna,Ono,London
Albert,Starr,PaloAlto
Dana,Harrison,TelAviv
Steven,Starr,Kiel
Michael,Sutcliffe,Munchen
Scott,Epstein,Munchen
Dana,Harrison,NewYork
Michael,Lennon,PaloAlto
Dana,Preston,Haifa
Dana,Lennon,NewYork
Scott,Starr,PaloAlto
Albert,Harrison,Haifa
John,Lennon,PaloAlto
Steven,Preston,Haifa
Steven,Preston,PaloAlto
