firstname,secondname,city
Albert,Ono,TelAviv
Michael,Lennon,PaloAlto
Steven,McCartney,Munchen
Scott,Ono,Haifa
Steven,Preston,London
Steven,Sutcliffe,Haifa
Johanna,Epstein,PaloAlto
Steven,Lennon,Munchen
Marc,Harrison,Kiel
John,Sutcliffe,Kiel
Albert,Ono,Hamburg
Michael,Starr,Kiel
Steven,Harrison,London
Dana,Epstein,Haifa
Dana,Lennon,London
Marc,McCartney,London
Dana,McCartney,Kiel
Steven,Ono,Kiel
Marc,McCartney,Haifa
Steven,Sutcliffe,NewYork
Steven,Harrison,Kiel
Steven,Ono,Kiel
Albert,Preston,Kiel
Marc,Sutcliffe,TelAviv
Johanna,Ono,NewYork
Johanna,Ono,Haifa
Michael,Sutcliffe,Hamburg
Scott,McCartney,Haifa
Dana,Sutcliffe,PaloAlto
John,Sutcliffe,Hamburg
Albert,Starr,TelAviv
Steven,Preston,Haifa
Johanna,Harrison,PaloAlto
Steven,Starr,Munchen
Scott,Harrison,London
Dana,Lennon,Munchen
John,McCartney,Munchen
Albert,Harrison,London
Marc,Harrison,Kiel
Dana,Epstein,TelAviv
Dana,Harrison,Hamburg
Steven,Sutcliffe,NewYork
Dana,Sutcliffe,PaloAlto
Marc,Preston,PaloAlto
John,Starr,Haifa
John,Starr,Hamburg
Marc,Preston,London
John,Sutcliffe,PaloAlto
Steven,Preston,Munchen
Dana,Harrison,Haifa
Marc,Ono,Hamburg
Marc,Preston,London
Johanna,Preston,Hamburg
Albert,Harrison,Haifa
Marc,Preston,NewYork
Johanna,Harrison,PaloAlto
Steven,Starr,Kiel
Scott,McCartney,Kiel
Dana,Sutcliffe,Haifa
John,Starr,PaloAlto
Johanna,Sutcliffe,Haifa
Scott,Sutcliffe,PaloAlto
Dana,Lennon,Hamburg
Scott,Sutcliffe,Haifa
Steven,Epstein,TelAviv
Dana,Lennon,Hamburg
Steven,Preston,NewYork
John,Sutcliffe,TelAviv
Dana,Ono,Haifa
Johanna,Sutcliffe,Munchen
Michael,Harrison,Munchen
Michael,Ono,NewYork
Albert,Ono,TelAviv
Scott,McCartney,London
John,Lennon,TelAviv
Marc,Starr,Kiel
Steven,Preston,London
Scott,Harrison,Haifa
Scott,Ono,Hamburg
Steven,Epstein,Kiel
