firstname,secondname,city
John,Epstein,Haifa
Steven,McCartney,Hamburg
Scott,Harrison,TelAviv
Scott,McCartney,London
Albert,Epstein,Hamburg
Johanna,Ono,Hamburg
Johanna,Sutcliffe,Kiel
Scott,Epstein,PaloAlto
Michael,Sutcliffe,Kiel
Scott,Sutcliffe,PaloAlto
Steven,Preston,NewYork
Albert,Starr,TelAviv
Scott,Epstein,PaloAlto
John,Lennon,TelAviv
Steven,Lennon,Hamburg
Albert,Preston,Kiel
John,Lennon,NewYork
Scott,Starr,Kiel
Albert,Lennon,Haifa
Steven,Harrison,Kiel
John,Lennon,TelAviv
Dana,Harrison,TelAviv
Albert,Starr,PaloAlto
Dana,Lennon,PaloAlto
John,Lennon,Munchen
Steven,Ono,Kiel
Michael,Preston,PaloAlto
Johanna,Ono,London
Michael,Epstein,PaloAlto
John,Starr,London
Johanna,Lennon,Hamburg
Albert,Epstein,Haifa
John,Starr,NewYork
Michael,Sutcliffe,NewYork
Marc,Preston,PaloAlto
Johanna,Starr,NewYork
Albert,Harrison,TelAviv
Marc,Sutcliffe,PaloAlto
John,McCartney,PaloAlto
Marc,Ono,PaloAlto
Johanna,Starr,London
Johanna,Ono,NewYork
John,Preston,London
Johanna,Preston,London
Albert,Harrison,NewYork
John,Lennon,Hamburg
Dana,Epstein,Haifa
Michael,Starr,Haifa
Steven,Harrison,London
Albert,Starr,Kiel
Steven,Sutcliffe,PaloAlto
Marc,McCartney,Kiel
Johanna,McCartney,Munchen
Dana,Harrison,Haifa
Marc,Sutcliffe,NewYork
Albert,Lennon,Haifa
Scott,Harrison,London
John,Lennon,TelAviv
Michael,Preston,NewYork
John,Ono,Munchen
Michael,Ono,TelAviv
Michael,McCartney,Kiel
John,Sutcliffe,Haifa
Dana,Lennon,PaloAlto
Scott,Epstein,NewYork
John,Sutcliffe,TelAviv
Johanna,Preston,TelAviv
Albert,Preston,TelAviv
Albert,Preston,Munchen
John,Sutcliffe,Haifa
Johanna,McCartney,Haifa
Michael,McCartney,Hamburg
Michael,Sutcliffe,Haifa
John,Lennon,Munchen
Michael,McCartney,TelAviv
