firstname,secondname,city
Steven,Harrison,PaloAlto
Albert,McCartney,NewYork
John,Sutcliffe,Haifa
Michael,Sutcliffe,TelAviv
Johanna,McCartney,Kiel
Michael,Lennon,Haifa
Steven,Sutcliffe,TelAviv
Johanna,Preston,Hamburg
Michael,Sutcliffe,NewYork
Johanna,Ono,TelAviv
Albert,Ono,Kiel
Albert,Sutcliffe,Kiel
Scott,Preston,Haifa
Steven,Lennon,Hamburg
Steven,Starr,Munchen
Marc,Sutcliffe,London
Marc,Preston,NewYork
Steven,McCartney,Munchen
Scott,Harrison,NewYork
Michael,Preston,Haifa
Steven,Lennon,TelAviv
John,Lennon,TelAviv
Marc,Lennon,Kiel
Dana,Starr,Hamburg
Michael,Epstein,Munchen
Michael,Harrison,Hamburg
Albert,Ono,Kiel
Scott,Ono,Hamburg
Michael,McCartney,Kiel
Dana,McCartney,TelAviv
Johanna,Harrison,PaloAlto
Scott,McCartney,Kiel
Scott,Harrison,Hamburg
John,Starr,Haifa
Dana,Preston,NewYork
Marc,Preston,TelAviv
Dana,Sutcliffe,Kiel
Michael,Preston,PaloAlto
Albert,Starr,PaloAlto
Albert,Preston,NewYork
Scott,Lennon,NewYork
Dana,Epstein,Haifa
Johanna,Ono,Haifa
Marc,Lennon,Munchen
Marc,Epstein,PaloAlto
Dana,Epstein,Kiel
Steven,McCartney,Haifa
Michael,Epstein,NewYork
Scott,Epstein,TelAviv
Dana,Preston,NewYork
John,Epstein,London
Johanna,Preston,TelAviv
Dana,Ono,TelAviv
Dana,Preston,Kiel
Dana,Preston,Kiel
Marc,Sutcliffe,London
Steven,McCartney,NewYork
Scott,Epstein,Hamburg
Scott,Lennon,TelAviv
Dana,Starr,Munchen
John,Preston,Munchen
Steven,Sutcliffe,TelAviv
Albert,Ono,PaloAlto
Dana,Ono,Munchen
Johanna,Lennon,TelAviv
Marc,Sutcliffe,NewYork
Albert,Starr,PaloAlto
Michael,Ono,NewYork
Albert,Ono,Haifa
Scott,Sutcliffe,Haifa
Johanna,Harrison,Haifa
Steven,Sutcliffe,TelAviv
Dana,Harrison,Hamburg
Marc,McCartney,PaloAlto
Dana,Epstein,Haifa
