firstname,secondname,city
Michael,Preston,TelAviv
Steven,Preston,Kiel
Albert,Harrison,Haifa
Johanna,Harrison,Munchen
Michael,Preston,TelAviv
Scott,Ono,NewYork
Marc,Epstein,London
Albert,McCartney,PaloAlto
Albert,Sutcliffe,PaloAlto
Albert,McCartney,PaloAlto
Dana,Ono,Haifa
Scott,Epstein,Kiel
John,McCartney,Munchen
Albert,McCartney,Hamburg
Albert,Epstein,Haifa
Johanna,Epstein,London
Scott,Preston,Hamburg
Michael,Preston,Munchen
Johanna,Epstein,Munchen
Dana,Epstein,Munchen
Johanna,Preston,NewYork
Michael,Lennon,London
Scott,Epstein,NewYork
John,Ono,Kiel
Scott,Epstein,NewYork
Dana,Starr,Munchen
Michael,Harrison,PaloAlto
Johanna,McCartney,PaloAlto
Steven,Starr,London
Michael,Starr,Kiel
Marc,Ono,Munchen
Albert,McCartney,NewYork
Dana,Preston,PaloAlto
Michael,Lennon,London
Johanna,Ono,Munchen
Michael,McCartney,Haifa
Johanna,Preston,Hamburg
John,Epstein,Kiel
Marc,Lennon,Munchen
Johanna,Epstein,Munchen
Scott,Starr,London
Steven,Lennon,Hamburg
Steven,Starr,Kiel
Marc,Lennon,London
Dana,Epstein,TelAviv
John,Lennon,Hamburg
Albert,Harrison,NewYork
Michael,Epstein,London
Albert,Sutcliffe,Kiel
Albert,Ono,Munchen
Marc,Lennon,Haifa
John,Lennon,PaloAlto
Michael,Starr,Haifa
John,McCartney,Haifa
Steven,Ono,Hamburg
Albert,Preston,Munchen
Michael,McCartney,PaloAlto
Johanna,McCartney,Hamburg
Scott,Harrison,Haifa
John,Sutcliffe,NewYork
Johanna,Preston,Munchen
Steven,Starr,PaloAlto
Michael,Ono,Haifa
Johanna,Preston,PaloAlto
Johanna,Starr,Kiel
John,Sutcliffe,Kiel
John,Preston,Kiel
Steven,Lennon,London
Steven,Ono,PaloAlto
Steven,Starr,London
Albert,McCartney,TelAviv
Johanna,Sutcliffe,Haifa
Dana,McCartney,London
Michael,McCartney,Hamburg
Dana,Epstein,Kiel
