firstname,secondname,city
Marc,Epstein,TelAviv
Michael,Sutcliffe,Hamburg
John,Lennon,Haifa
Michael,Sutcliffe,Munchen
Albert,Starr,Kiel
Steven,Harrison,NewYork
Albert,Lennon,Munchen
Dana,Harrison,London
Michael,Harrison,Haifa
Albert,Starr,Munchen
Johanna,Harrison,Hamburg
Scott,Harrison,Munchen
Dana,Preston,Kiel
Michael,Lennon,London
Marc,Preston,Hamburg
Steven,Starr,NewYork
Albert,Harrison,Hamburg
Michael,Preston,London
Steven,Ono,Kiel
Michael,Sutcliffe,NewYork
Scott,Ono,Kiel
Dana,McCartney,Haifa
Steven,Harrison,Kiel
Scott,Sutcliffe,Hamburg
Marc,Lennon,Munchen
John,Ono,NewYork
Johanna,Preston,London
Dana,Starr,PaloAlto
Steven,Ono,PaloAlto
Marc,Preston,Hamburg
John,Starr,Hamburg
Johanna,Preston,Haifa
Marc,Ono,London
Johanna,Sutcliffe,TelAviv
Marc,Preston,Munchen
John,Epstein,PaloAlto
Dana,McCartney,PaloAlto
Albert,Epstein,PaloAlto
Johanna,Harrison,TelAviv
Dana,Starr,Hamburg
John,Sutcliffe,London
John,Starr,London
Albert,Lennon,Haifa
Steven,McCartney,Haifa
Steven,Epstein,Munchen
Michael,Preston,London
Albert,Ono,Hamburg
Marc,Harrison,Hamburg
John,Sutcliffe,Munchen
Steven,Starr,PaloAlto
Steven,Epstein,PaloAlto
Steven,Sutcliffe,Munchen
Dana,Epstein,Haifa
Steven,Ono,Kiel
Dana,Preston,London
Michael,Epstein,TelAviv
John,Preston,Munchen
John,Ono,NewYork
Marc,Sutcliffe,Hamburg
Dana,Lennon,London
John,Sutcliffe,Kiel
Johanna,Preston,TelAviv
Steven,Lennon,Kiel
Scott,Starr,Hamburg
Scott,Ono,London
John,Ono,TelAviv
Johanna,Ono,Haifa
Johanna,Starr,Munchen
Marc,Harrison,NewYork
Johanna,Ono,Munchen
Dana,Preston,TelAviv
Scott,Ono,Haifa
Scott,Sutcliffe,NewYork
Scott,Sutcliffe,Kiel
Albert,Ono,Haifa
Michael,Ono,TelAviv
Marc,Lennon,Munchen
Johanna,Preston,NewYork
Steven,Sutcliffe,London
Johanna,Starr,Haifa
