firstname,secondname,city
Michael,Epstein,Haifa
Johanna,Starr,NewYork
Scott,Lennon,Haifa
Steven,Epstein,PaloAlto
Johanna,Epstein,PaloAlto
Marc,Harrison,Munchen
Dana,Sutcliffe,PaloAlto
Albert,Harrison,TelAviv
Steven,McCartney,Kiel
Scott,Harrison,Munchen
Dana,Starr,TelAviv
Michael,Epstein,London
Johanna,Preston,NewYork
Michael,Ono,Kiel
Marc,Ono,Kiel
Scott,Lennon,Munchen
Michael,Sutcliffe,Haifa
Marc,McCartney,Munchen
Michael,Harrison,PaloAlto
Scott,Starr,Munchen
John,Starr,Hamburg
Scott,Epstein,NewYork
Dana,Lennon,Hamburg
Steven,Starr,TelAviv
John,Preston,Kiel
Marc,Preston,Haifa
Dana,Epstein,Munchen
Steven,McCartney,London
John,Sutcliffe,Haifa
Albert,Harrison,London
Johanna,Ono,Hamburg
Steven,Ono,PaloAlto
Scott,Preston,PaloAlto
Scott,Lennon,Kiel
Albert,Sutcliffe,Kiel
Michael,Starr,Haifa
John,Starr,TelAviv
Albert,Sutcliffe,Kiel
Steven,Epstein,TelAviv
Marc,Sutcliffe,Haifa
Albert,Harrison,London
Michael,Harrison,TelAviv
Albert,Lennon,TelAviv
John,McCartney,TelAviv
Scott,Ono,Kiel
Dana,McCartney,PaloAlto
John,McCartney,Hamburg
Dana,Epstein,PaloAlto
Dana,Harrison,Kiel
Dana,Sutcliffe,NewYork
Johanna,Lennon,Hamburg
Albert,Lennon,NewYork
Michael,McCartney,PaloAlto
Albert,Epstein,NewYork
John,Preston,TelAviv
Dana,Preston,London
Steven,Harrison,Haifa
Dana,Sutcliffe,Hamburg
John,Starr,NewYork
Scott,Sutcliffe,Kiel
John,Harrison,NewYork
John,Lennon,Hamburg
Johanna,Lennon,Hamburg
Dana,Epstein,Munchen
Johanna,Harrison,TelAviv
Albert,Lennon,Munchen
Michael,McCartney,PaloAlto
Steven,Epstein,London
Steven,Starr,Kiel
John,Epstein,PaloAlto
John,McCartney,PaloAlto
Marc,Starr,PaloAlto
Marc,McCartney,NewYork
Johanna,Epstein,Kiel
Steven,McCartney,Munchen
