firstname,secondname,city
Scott,Sutcliffe,Haifa
Dana,Preston,Haifa
Marc,Preston,Haifa
Scott,Sutcliffe,Munchen
Scott,Sutcliffe,PaloAlto
Dana,McCartney,London
Albert,Preston,NewYork
Dana,Sutcliffe,Hamburg
Johanna,Harrison,Kiel
Albert,McCartney,TelAviv
Scott,Sutcliffe,PaloAlto
Dana,Lennon,NewYork
Michael,McCartney,Munchen
Dana,Epstein,PaloAlto
Albert,McCartney,PaloAlto
Marc,Sutcliffe,Kiel
John,Epstein,Haifa
John,Preston,London
Dana,Preston,Hamburg
John,Sutcliffe,Kiel
Scott,McCartney,TelAviv
Dana,Harrison,Munchen
Marc,Ono,Hamburg
Scott,Epstein,Hamburg
Michael,Preston,Hamburg
Scott,Lennon,Haifa
John,McCartney,Haifa
Albert,Starr,Kiel
Marc,Ono,Haifa
Michael,Sutcliffe,Munchen
Scott,Harrison,Haifa
Johanna,Lennon,TelAviv
Dana,Epstein,PaloAlto
Michael,Harrison,London
Scott,Starr,NewYork
Steven,McCartney,Munchen
Johanna,Lennon,London
Johanna,Starr,Haifa
Marc,McCartney,PaloAlto
John,Lennon,NewYork
Marc,Epstein,Haifa
Michael,Harrison,London
John,McCartney,Haifa
Steven,Lennon,PaloAlto
John,Sutcliffe,PaloAlto
John,McCartney,London
Johanna,Lennon,PaloAlto
Scott,Epstein,TelAviv
Scott,Starr,Haifa
Albert,Harrison,NewYork
Marc,Sutcliffe,Hamburg
Michael,Epstein,London
Albert,Starr,TelAviv
Michael,Starr,PaloAlto
Johanna,Starr,Kiel
Steven,Preston,PaloAlto
Albert,Lennon,Munchen
Michael,Preston,Munchen
Johanna,McCartney,Kiel
John,Starr,Haifa
Dana,Harrison,London
Dana,Preston,Kiel
Michael,Lennon,London
Scott,Sutcliffe,PaloAlto
Albert,Sutcliffe,Hamburg
Michael,Lennon,Kiel
John,Harrison,PaloAlto
Marc,Preston,Hamburg
Marc,Harrison,TelAviv
Steven,Epstein,Kiel
John,McCartney,TelAviv
John,McCartney,NewYork
Albert,Ono,NewYork
Albert,Lennon,TelAviv
Scott,McCartney,London
