firstname,secondname,city
Marc,Starr,Munchen
Albert,Epstein,TelAviv
Michael,Harrison,NewYork
Albert,Epstein,Kiel
Michael,Harrison,Munchen
Albert,Harrison,PaloAlto
Marc,Ono,Kiel
Johanna,Lennon,Munchen
Marc,Lennon,TelAviv
Johanna,Epstein,TelAviv
Scott,Harrison,TelAviv
Johanna,Preston,Kiel
Steven,Lennon,London
Marc,Starr,PaloAlto
Steven,Sutcliffe,Kiel
Dana,McCartney,Kiel
John,Starr,TelAviv
Michael,Sutcliffe,NewYork
Albert,Preston,NewYork
Marc,Lennon,Munchen
Steven,McCartney,NewYork
Steven,Lennon,Munchen
Michael,Preston,TelAviv
Dana,Starr,Kiel
Michael,Ono,PaloAlto
Dana,Preston,Hamburg
Albert,Harrison,Munchen
Johanna,Starr,TelAviv
John,Harrison,Haifa
Albert,Ono,Haifa
Dana,Lennon,London
Michael,Starr,PaloAlto
Michael,Ono,NewYork
John,Preston,Munchen
Albert,Sutcliffe,NewYork
Johanna,Ono,TelAviv
Marc,Starr,NewYork
Albert,Lennon,NewYork
Michael,McCartney,Munchen
John,Ono,TelAviv
John,Preston,PaloAlto
Johanna,Starr,Hamburg
Albert,Ono,Haifa
Marc,Starr,Munchen
Scott,Epstein,TelAviv
Dana,Epstein,Haifa
Albert,Ono,Haifa
Albert,Harrison,NewYork
Michael,Starr,Munchen
Albert,Ono,Kiel
Steven,Sutcliffe,TelAviv
Steven,Sutcliffe,Hamburg
Albert,Epstein,NewYork
Michael,Ono,PaloAlto
Johanna,Ono,London
Johanna,Harrison,Munchen
Albert,Ono,PaloAlto
Scott,Harrison,NewYork
Johanna,Epstein,PaloAlto
Johanna,Sutcliffe,NewYork
Marc,Epstein,TelAviv
Johanna,Sutcliffe,TelAviv
Johanna,Epstein,Haifa
Michael,Preston,TelAviv
John,Starr,Hamburg
Scott,Ono,PaloAlto
Michael,McCartney,Hamburg
Marc,McCartney,NewYork
Scott,Preston,NewYork
John,Lennon,TelAviv
Johanna,Ono,PaloAlto
John,Preston,Haifa
Michael,Lennon,NewYork
Dana,Starr,Kiel
Dana,Epstein,PaloAlto
