firstname,secondname,city
Marc,Preston,London
Dana,Ono,Haifa
Marc,Preston,TelAviv
Marc,Starr,Kiel
Scott,Lennon,Hamburg
Michael,Epstein,Kiel
John,Epstein,PaloAlto
Michael,Starr,PaloAlto
Dana,Lennon,NewYork
Scott,Epstein,Hamburg
Johanna,Ono,PaloAlto
Johanna,Sutcliffe,Hamburg
Steven,Lennon,Munchen
Scott,McCartney,TelAviv
John,McCartney,London
Johanna,Preston,Kiel
Michael,Lennon,London
Albert,Harrison,Haifa
Steven,Sutcliffe,London
Dana,McCartney,PaloAlto
Scott,Epstein,PaloAlto
Steven,Ono,PaloAlto
Dana,McCartney,Haifa
Michael,Epstein,Haifa
John,Sutcliffe,Haifa
Steven,Ono,Kiel
Michael,McCartney,Munchen
John,McCartney,Hamburg
John,Starr,Hamburg
Michael,Starr,NewYork
Scott,Harrison,PaloAlto
John,Epstein,NewYork
Marc,Ono,TelAviv
Dana,Starr,NewYork
John,Sutcliffe,Munchen
Johanna,Epstein,Munchen
Scott,Epstein,NewYork
Albert,Ono,PaloAlto
Johanna,Starr,Haifa
Scott,Ono,Hamburg
Albert,McCartney,TelAviv
Johanna,Harrison,Haifa
Scott,Harrison,PaloAlto
Albert,Lennon,Hamburg
John,Harrison,Kiel
Albert,Starr,NewYork
Marc,Lennon,NewYork
Scott,McCartney,Haifa
Dana,Preston,PaloAlto
Dana,Ono,Haifa
Johanna,Ono,Kiel
Johanna,Epstein,Haifa
Albert,Lennon,TelAviv
Albert,Preston,Munchen
Steven,Lennon,Kiel
Steven,Preston,TelAviv
Steven,Epstein,PaloAlto
Dana,Epstein,NewYork
Michael,Lennon,London
Dana,Starr,PaloAlto
Albert,Preston,Hamburg
Albert,Ono,Haifa
Johanna,Epstein,NewYork
Michael,Sutcliffe,Hamburg
Marc,McCartney,Hamburg
John,Preston,London
Marc,Sutcliffe,Munchen
Albert,Starr,TelAviv
Marc,Starr,Haifa
Albert,Ono,Haifa
Johanna,Starr,TelAviv
Marc,Epstein,London
Albert,Preston,Hamburg
Michael,Ono,Munchen
Michael,Harrison,TelAviv
Johanna,Sutcliffe,Haifa
Steven,Starr,Munchen
Scott,Epstein,TelAviv
Marc,Ono,NewYork
Marc,Harrison,Munchen
