firstname,secondname,city
Dana,Epstein,Haifa
Scott,Sutcliffe,Haifa
Albert,Lennon,Hamburg
Michael,Starr,NewYork
Steven,Sutcliffe,PaloAlto
Marc,Ono,TelAviv
Scott,Ono,Munchen
Steven,Lennon,PaloAlto
Michael,Harrison,Hamburg
Steven,McCartney,PaloAlto
Albert,Preston,London
Michael,Ono,Munchen
Steven,Sutcliffe,Kiel
Albert,Lennon,Haifa
Johanna,Harrison,Munchen
Scott,Epstein,Hamburg
John,Epstein,Haifa
Dana,Harrison,PaloAlto
Steven,Starr,Haifa
Johanna,Starr,Munchen
Marc,Preston,NewYork
Johanna,Epstein,PaloAlto
Dana,Ono,NewYork
Dana,Sutcliffe,Haifa
Johanna,Epstein,Munchen
John,McCartney,London
Albert,McCartney,TelAviv
Dana,Harrison,Munchen
John,Preston,Haifa
Dana,Sutcliffe,TelAviv
Michael,Lennon,Kiel
Scott,Ono,Munchen
Dana,McCartney,Munchen
Albert,Starr,TelAviv
John,Starr,Munchen
Marc,Sutcliffe,Kiel
John,Harrison,Munchen
Scott,Ono,TelAviv
Michael,Epstein,London
Marc,Epstein,Hamburg
Marc,Ono,London
Dana,Epstein,Hamburg
Scott,Epstein,Haifa
Johanna,Epstein,Munchen
Marc,Lennon,Hamburg
Scott,Preston,NewYork
John,Sutcliffe,London
Marc,Preston,Kiel
Scott,Preston,TelAviv
Dana,Starr,PaloAlto
John,Harrison,PaloAlto
John,Harrison,Hamburg
Steven,Preston,TelAviv
Scott,Sutcliffe,London
Dana,Harrison,Haifa
Michael,Ono,Haifa
Albert,Preston,NewYork
John,Preston,London
Marc,Epstein,London
John,Sutcliffe,London
Dana,Starr,London
Scott,Epstein,London
Marc,McCartney,Munchen
Albert,Harrison,PaloAlto
Scott,Starr,PaloAlto
Albert,Starr,Kiel
Steven,McCartney,TelAviv
Dana,Epstein,Haifa
Steven,Sutcliffe,NewYork
Johanna,Epstein,TelAviv
John,Lennon,Kiel
Michael,Starr,PaloAlto
Michael,Preston,London
Michael,Sutcliffe,London
Michael,Harrison,Hamburg
Johanna,McCartney,London
Johanna,Harrison,PaloAlto
Johanna,Harrison,PaloAlto
Dana,McCartney,Hamburg
Johanna,Preston,London
