firstname,secondname,city
Scott,Epstein,Hamburg
Johanna,Ono,Kiel
Steven,Preston,Kiel
Johanna,Sutcliffe,Hamburg
Johanna,Harrison,NewYork
Dana,McCartney,London
Michael,Harrison,Haifa
Marc,Epstein,Kiel
Dana,Ono,London
Albert,Ono,TelAviv
John,Epstein,London
Dana,Harrison,Munchen
John,Harrison,Munchen
Marc,Harrison,Haifa
John,Epstein,PaloAlto
John,Lennon,Kiel
Dana,Ono,London
Dana,Lennon,TelAviv
Marc,Starr,Munchen
Scott,Preston,London
John,Preston,Haifa
Dana,Preston,NewYork
Albert,Sutcliffe,NewYork
John,Ono,TelAviv
Marc,McCartney,TelAviv
John,Harrison,PaloAlto
John,Epstein,London
Michael,Harrison,Hamburg
Steven,McCartney,Haifa
Michael,McCartney,Hamburg
Dana,Epstein,London
Scott,Starr,Hamburg
Dana,Epstein,TelAviv
Albert,Epstein,Hamburg
Dana,Harrison,Munchen
John,Starr,NewYork
Albert,Sutcliffe,Munchen
Albert,Epstein,NewYork
Marc,Preston,TelAviv
Johanna,Lennon,Hamburg
Scott,Preston,NewYork
Scott,Preston,London
Albert,Starr,Munchen
Marc,Starr,Munchen
Albert,Epstein,TelAviv
Albert,McCartney,Kiel
Scott,Harrison,Haifa
Albert,Ono,Hamburg
Marc,Epstein,Kiel
Marc,Epstein,PaloAlto
John,Sutcliffe,NewYork
Albert,Starr,Haifa
Marc,Lennon,NewYork
Johanna,Ono,Kiel
Dana,Epstein,London
Marc,Harrison,Kiel
Dana,Sutcliffe,NewYork
Scott,Ono,London
Michael,Ono,NewYork
Scott,Starr,London
John,Ono,Haifa
Michael,Ono,Kiel
Albert,Preston,Haifa
Dana,Ono,TelAviv
Johanna,Harrison,PaloAlto
Steven,McCartney,Munchen
Michael,Starr,TelAviv
Michael,Epstein,TelAviv
Johanna,Harrison,Hamburg
Dana,Ono,PaloAlto
Marc,Epstein,Hamburg
Dana,McCartney,Hamburg
Scott,Epstein,NewYork
Michael,Ono,TelAviv
Johanna,Harrison,Munchen
John,Sutcliffe,TelAviv
Marc,Sutcliffe,London
Marc,Epstein,Hamburg
John,Ono,London
John,Epstein,PaloAlto
