firstname,secondname,city
Johanna,Epstein,Hamburg
John,Lennon,PaloAlto
Steven,Ono,Kiel
Michael,Ono,PaloAlto
Marc,Lennon,London
Johanna,Epstein,London
Steven,Ono,Kiel
Steven,McCartney,NewYork
John,Harrison,TelAviv
John,Harrison,London
Dana,Lennon,NewYork
Scott,Sutcliffe,NewYork
Dana,Starr,NewYork
Steven,Preston,Hamburg
Johanna,Lennon,PaloAlto
Steven,Ono,NewYork
Albert,Starr,TelAviv
Scott,Ono,Munchen
Michael,Harrison,PaloAlto
Dana,Ono,TelAviv
Johanna,Ono,Haifa
Johanna,Epstein,Munchen
Albert,Starr,PaloAlto
Scott,Starr,Kiel
Albert,Lennon,Kiel
Dana,Harrison,PaloAlto
Steven,Ono,Hamburg
Scott,McCartney,London
Steven,McCartney,Munchen
Marc,Starr,NewYork
Marc,McCartney,Hamburg
Johanna,Harrison,PaloAlto
Albert,Starr,TelAviv
Marc,McCartney,London
Johanna,Lennon,Munchen
Johanna,Harrison,NewYork
Marc,Epstein,NewYork
Steven,McCartney,PaloAlto
Steven,Lennon,Hamburg
Johanna,McCartney,Kiel
Albert,Lennon,Haifa
Albert,Harrison,Kiel
Michael,Preston,PaloAlto
Steven,Harrison,Kiel
Albert,Sutcliffe,London
Albert,Sutcliffe,London
Michael,Lennon,Munchen
Johanna,Harrison,Kiel
Johanna,Harrison,Kiel
Johanna,Ono,PaloAlto
John,Harrison,Munchen
Steven,Lennon,London
Steven,Preston,PaloAlto
Scott,Sutcliffe,Hamburg
Marc,Ono,London
Michael,Epstein,London
Steven,Epstein,TelAviv
Scott,McCartney,Kiel
Scott,McCartney,PaloAlto
Steven,Lennon,Munchen
Albert,Sutcliffe,Munchen
Dana,Sutcliffe,Kiel
Michael,Epstein,Hamburg
Michael,Starr,London
Steven,Sutcliffe,PaloAlto
Steven,Ono,NewYork
Scott,Epstein,Haifa
Steven,Sutcliffe,PaloAlto
Scott,Starr,Haifa
John,Lennon,NewYork
Marc,Epstein,NewYork
Dana,Harrison,NewYork
John,Harrison,London
Johanna,Sutcliffe,Munchen
John,Harrison,Munchen
