firstname,secondname,city
Johanna,Ono,Munchen
Scott,Epstein,PaloAlto
Michael,Ono,TelAviv
Steven,Epstein,NewYork
Dana,Lennon,TelAviv
Dana,Harrison,NewYork
Marc,Ono,Hamburg
Steven,Sutcliffe,Haifa
Albert,McCartney,PaloAlto
Marc,Lennon,PaloAlto
Marc,Harrison,London
Johanna,Sutcliffe,Hamburg
Johanna,Harrison,TelAviv
Scott,Starr,Kiel
John,McCartney,Kiel
Marc,Starr,TelAviv
Scott,McCartney,London
Albert,McCartney,TelAviv
Steven,Harrison,TelAviv
Scott,Epstein,TelAviv
Scott,McCartney,NewYork
Steven,Harrison,London
Steven,Epstein,Haifa
Albert,Epstein,TelAviv
Albert,Starr,Munchen
Albert,Preston,Munchen
Dana,Lennon,Haifa
Michael,Ono,Munchen
Michael,Epstein,London
Dana,Starr,TelAviv
Dana,Starr,TelAviv
Dana,Preston,PaloAlto
Dana,Ono,Haifa
Scott,Harrison,PaloAlto
Michael,Epstein,Hamburg
Michael,McCartney,Kiel
John,Lennon,Munchen
Albert,McCartney,NewYork
Steven,Ono,Kiel
Marc,McCartney,Hamburg
Dana,Preston,Munchen
Steven,Sutcliffe,Haifa
Steven,Ono,PaloAlto
Johanna,Lennon,Kiel
John,Harrison,PaloAlto
Steven,Sutcliffe,PaloAlto
Dana,Ono,NewYork
Johanna,Preston,Haifa
Marc,McCartney,NewYork
Steven,Starr,Hamburg
John,Ono,Kiel
Marc,McCartney,NewYork
Michael,Preston,Hamburg
Marc,Preston,TelAviv
Johanna,McCartney,Kiel
Albert,Lennon,Munchen
Scott,Lennon,Munchen
Johanna,Harrison,Hamburg
Steven,Epstein,TelAviv
Michael,Starr,TelAviv
Marc,Starr,Haifa
Johanna,Sutcliffe,London
Albert,Harrison,Hamburg
Dana,Lennon,TelAviv
Scott,Epstein,Haifa
Albert,Ono,NewYork
Albert,Epstein,PaloAlto
Albert,Harrison,NewYork
Steven,Ono,TelAviv
Marc,Starr,PaloAlto
John,Preston,Munchen
Albert,Preston,London
Dana,Ono,Munchen
Steven,Starr,TelAviv
Marc,Preston,NewYork
