firstname,secondname,city
Michael,Sutcliffe,Hamburg
Albert,Lennon,PaloAlto
Johanna,Preston,NewYork
Scott,Preston,Haifa
Albert,Lennon,NewYork
Marc,Epstein,PaloAlto
Michael,Sutcliffe,Munchen
Johanna,Preston,Haifa
Steven,McCartney,NewYork
John,Preston,London
Michael,Epstein,London
Scott,Lennon,Munchen
John,Starr,PaloAlto
Marc,Starr,London
Albert,Preston,NewYork
Steven,Epstein,Munchen
Michael,Harrison,Haifa
Albert,McCartney,Kiel
Marc,Ono,London
Marc,Starr,Haifa
Michael,Sutcliffe,Haifa
Michael,Ono,PaloAlto
Michael,Lennon,Kiel
Michael,Ono,London
Dana,Lennon,PaloAlto
John,Preston,London
Michael,Lennon,PaloAlto
Marc,Sutcliffe,London
John,Sutcliffe,Kiel
John,Sutcliffe,NewYork
Johanna,McCartney,Haifa
Scott,Ono,Hamburg
John,Preston,Haifa
Marc,Ono,Hamburg
Albert,McCartney,NewYork
Marc,McCartney,PaloAlto
Michael,Starr,Kiel
Johanna,Ono,London
Dana,Preston,Kiel
Dana,Ono,Hamburg
Albert,Lennon,Munchen
Johanna,Epstein,Kiel
Michael,Preston,NewYork
John,Starr,Kiel
Albert,Epstein,Munchen
John,Lennon,Munchen
Scott,McCartney,Kiel
Marc,Sutcliffe,PaloAlto
Dana,Starr,Hamburg
Albert,Ono,PaloAlto
John,Harrison,TelAviv
Albert,Ono,Munchen
Scott,Ono,TelAviv
Scott,Preston,Hamburg
Johanna,Sutcliffe,PaloAlto
Albert,Ono,Munchen
Johanna,Harrison,PaloAlto
Dana,Ono,PaloAlto
Johanna,McCartney,Munchen
Dana,Starr,Kiel
Dana,Preston,London
Albert,Preston,London
Scott,Ono,TelAviv
Johanna,Lennon,NewYork
Dana,Epstein,Kiel
Michael,Sutcliffe,TelAviv
Scott,Starr,Haifa
John,Harrison,Hamburg
Dana,Starr,Munchen
Marc,Epstein,Munchen
Michael,Preston,PaloAlto
Dana,Preston,Haifa
Steven,Epstein,PaloAlto
Dana,Ono,PaloAlto
Johanna,McCartney,Munchen
John,Ono,NewYork
Johanna,Lennon,Kiel
John,Starr,Hamburg
Steven,Ono,Haifa
Johanna,Preston,Munchen
