firstname,secondname,city
Albert,McCartney,Munchen
Scott,Harrison,Hamburg
Marc,McCartney,London
Dana,McCartney,Haifa
Scott,Preston,Kiel
John,Starr,PaloAlto
Albert,Harrison,TelAviv
Marc,Lennon,London
Marc,McCartney,Kiel
Dana,Starr,London
Steven,Preston,PaloAlto
John,Ono,Hamburg
Johanna,Harrison,Munchen
Steven,Epstein,Kiel
Dana,McCartney,Kiel
Steven,Sutcliffe,Haifa
Steven,Ono,Munchen
Marc,Lennon,Kiel
John,Preston,London
John,Lennon,PaloAlto
Michael,Epstein,Munchen
Michael,Harrison,Hamburg
Albert,Starr,TelAviv
Albert,Harrison,Haifa
Michael,Lennon,London
Johanna,Preston,Munchen
Dana,Ono,London
Johanna,Harrison,NewYork
Johanna,Ono,Haifa
John,Epstein,NewYork
Steven,Epstein,PaloAlto
Michael,McCartney,Munchen
Steven,Harrison,TelAviv
Michael,Lennon,Haifa
Marc,McCartney,TelAviv
Michael,Ono,Munchen
Albert,Sutcliffe,Hamburg
Marc,Lennon,London
Dana,Harrison,Haifa
Steven,Sutcliffe,Hamburg
Dana,Lennon,London
Dana,Lennon,London
Johanna,Ono,NewYork
Albert,McCartney,PaloAlto
Marc,Sutcliffe,PaloAlto
Marc,Harrison,London
Dana,Starr,London
Albert,McCartney,Hamburg
Dana,Ono,Hamburg
Steven,Sutcliffe,Kiel
Johanna,McCartney,Kiel
Marc,Ono,London
Michael,Epstein,Munchen
Steven,McCartney,TelAviv
Marc,Lennon,Kiel
Michael,Preston,Kiel
Steven,Sutcliffe,NewYork
Dana,Starr,Hamburg
Dana,Preston,PaloAlto
Albert,Preston,PaloAlto
John,Preston,NewYork
Michael,Lennon,PaloAlto
Johanna,Sutcliffe,TelAviv
Johanna,Harrison,London
John,Starr,Munchen
Johanna,Preston,London
Dana,Lennon,Hamburg
Johanna,Sutcliffe,NewYork
Marc,Epstein,Haifa
John,Starr,Kiel
Albert,Sutcliffe,London
Marc,Ono,PaloAlto
Scott,Lennon,Kiel
Marc,Preston,PaloAlto
Steven,Ono,TelAviv
Scott,Lennon,NewYork
Dana,Sutcliffe,PaloAlto
Michael,Sutcliffe,PaloAlto
Dana,Harrison,Munchen
Scott,Harrison,London
