firstname,secondname,city
Scott,Ono,NewYork
Michael,Starr,NewYork
Albert,Starr,TelAviv
Scott,Preston,TelAviv
John,Harrison,London
Scott,Lennon,Munchen
Scott,Sutcliffe,Munchen
Steven,Lennon,NewYork
Johanna,McCartney,PaloAlto
Johanna,Ono,TelAviv
John,McCartney,Hamburg
Steven,Epstein,Hamburg
Steven,Harrison,Kiel
John,Sutcliffe,PaloAlto
Albert,Preston,PaloAlto
Albert,Sutcliffe,Kiel
Dana,Lennon,TelAviv
Steven,Epstein,London
Albert,Starr,Haifa
Steven,McCartney,TelAviv
Michael,Epstein,TelAviv
Steven,Ono,Haifa
Dana,Ono,Kiel
John,Ono,PaloAlto
John,Preston,Kiel
Steven,Ono,Hamburg
Albert,Sutcliffe,Haifa
Scott,Lennon,NewYork
Steven,Ono,NewYork
Marc,Preston,NewYork
Scott,Starr,Munchen
Marc,McCartney,Haifa
Marc,Lennon,Hamburg
John,Preston,London
Johanna,Starr,TelAviv
John,Starr,Munchen
John,Lennon,Haifa
Marc,Harrison,Munchen
Michael,Preston,Kiel
Johanna,Preston,TelAviv
Dana,Harrison,London
Johanna,Preston,TelAviv
Albert,Starr,TelAviv
Johanna,Preston,London
John,Epstein,Munchen
Dana,Sutcliffe,TelAviv
Steven,Ono,NewYork
Albert,Lennon,Kiel
John,Epstein,TelAviv
Michael,Epstein,Munchen
Michael,McCartney,PaloAlto
Michael,Ono,Munchen
Dana,Ono,TelAviv
Dana,Lennon,Munchen
Marc,Epstein,TelAviv
Albert,Starr,Haifa
Michael,Preston,TelAviv
John,Harrison,NewYork
Albert,Harrison,London
Albert,Ono,Kiel
Marc,Ono,Haifa
John,Lennon,TelAviv
Dana,Starr,TelAviv
Albert,McCartney,Haifa
Steven,Starr,Hamburg
Marc,Harrison,TelAviv
John,Epstein,NewYork
John,Preston,London
Steven,Preston,Munchen
John,Preston,PaloAlto
Dana,Epstein,TelAviv
Scott,Preston,Haifa
Albert,Starr,PaloAlto
Scott,Lennon,Kiel
Johanna,Starr,Munchen
Albert,Starr,Haifa
Johanna,Preston,Hamburg
Johanna,Harrison,Hamburg
Marc,Preston,Munchen
John,Harrison,PaloAlto
