firstname,secondname,city
Johanna,Epstein,Munchen
Michael,Ono,Munchen
Johanna,Lennon,Munchen
Albert,McCartney,London
Steven,Harrison,London
Marc,Starr,PaloAlto
Michael,McCartney,London
Johanna,Lennon,Haifa
Dana,Harrison,Munchen
Marc,Ono,London
John,Starr,London
Johanna,Preston,London
Steven,Starr,Kiel
Scott,Sutcliffe,Haifa
Marc,Epstein,Munchen
Dana,Harrison,Munchen
Albert,Lennon,Kiel
Johanna,Starr,Haifa
John,McCartney,TelAviv
John,Sutcliffe,Kiel
Albert,Ono,Kiel
Marc,Ono,Kiel
Johanna,Starr,Hamburg
Albert,McCartney,Hamburg
John,Preston,PaloAlto
Marc,Harrison,NewYork
Albert,Epstein,Kiel
Dana,McCartney,NewYork
Steven,Harrison,Munchen
Marc,Ono,PaloAlto
Dana,Preston,NewYork
John,Sutcliffe,PaloAlto
Marc,Sutcliffe,Kiel
John,Epstein,NewYork
Steven,Lennon,Munchen
Scott,Starr,TelAviv
Marc,Starr,Munchen
Steven,Epstein,London
Michael,McCartney,PaloAlto
Marc,Preston,NewYork
Scott,Lennon,Munchen
Johanna,Epstein,NewYork
Steven,Epstein,NewYork
Marc,Epstein,London
Steven,McCartney,NewYork
Scott,Harrison,London
Steven,Starr,Haifa
Johanna,McCartney,TelAviv
Scott,Sutcliffe,Hamburg
Albert,Sutcliffe,Haifa
Scott,Starr,Munchen
John,Preston,NewYork
Albert,Preston,Kiel
Marc,Preston,Haifa
Johanna,McCartney,Kiel
Marc,Starr,Munchen
Marc,Starr,Munchen
Dana,Ono,TelAviv
Steven,Epstein,Hamburg
Johanna,Preston,NewYork
Marc,Epstein,NewYork
Dana,Starr,TelAviv
Albert,Epstein,Hamburg
Michael,Epstein,London
Steven,Starr,Kiel
Dana,Epstein,London
Steven,Preston,TelAviv
Albert,Epstein,PaloAlto
Michael,McCartney,London
Johanna,Ono,London
Marc,Ono,PaloAlto
Marc,Epstein,Hamburg
Dana,Epstein,PaloAlto
Michael,Sutcliffe,Haifa
John,Ono,Kiel
Albert,McCartney,Kiel
Dana,Starr,Hamburg
Marc,Sutcliffe,PaloAlto
Scott,Preston,NewYork
Albert,Sutcliffe,NewYork
