firstname,secondname,city
Johanna,Lennon,TelAviv
Dana,Harrison,Hamburg
Johanna,McCartney,Kiel
Albert,Starr,PaloAlto
John,Preston,Hamburg
Dana,Lennon,NewYork
Steven,Harrison,Haifa
Steven,McCartney,Hamburg
Marc,McCartney,NewYork
John,Epstein,TelAviv
Scott,Starr,NewYork
Michael,Sutcliffe,Munchen
Dana,Preston,Munchen
Scott,Epstein,London
Johanna,Epstein,London
Albert,Starr,Kiel
Dana,Starr,TelAviv
Scott,Ono,Hamburg
Steven,Lennon,Munchen
John,Lennon,Kiel
John,Lennon,PaloAlto
Marc,Preston,London
Johanna,Lennon,Haifa
John,Ono,NewYork
John,Ono,TelAviv
Albert,Harrison,Kiel
Marc,Lennon,Haifa
Albert,Preston,Munchen
Scott,Ono,NewYork
Dana,Harrison,PaloAlto
John,Lennon,London
Albert,Epstein,Kiel
Michael,Starr,PaloAlto
Steven,Sutcliffe,Munchen
Scott,Lennon,Kiel
Steven,Epstein,Munchen
John,Harrison,London
Johanna,Starr,TelAviv
Dana,Sutcliffe,Munchen
John,Ono,London
Steven,Epstein,London
Johanna,Starr,Kiel
Scott,Harrison,PaloAlto
Scott,Lennon,Kiel
Johanna,Ono,TelAviv
Albert,Epstein,Hamburg
Steven,Starr,TelAviv
Johanna,Harrison,Hamburg
Dana,Preston,Kiel
Marc,McCartney,TelAviv
Scott,Preston,PaloAlto
Michael,Epstein,TelAviv
Marc,Epstein,TelAviv
Scott,Lennon,TelAviv
Albert,Ono,Hamburg
Scott,Lennon,Hamburg
Johanna,Preston,Haifa
Dana,Epstein,NewYork
Scott,Epstein,Munchen
Scott,Epstein,Haifa
Michael,McCartney,London
Johanna,Ono,Kiel
Scott,Sutcliffe,London
Marc,Harrison,Hamburg
Marc,Lennon,PaloAlto
John,McCartney,NewYork
Steven,McCartney,PaloAlto
John,Preston,London
Albert,Lennon,London
Steven,Lennon,NewYork
Albert,Ono,TelAviv
Steven,Sutcliffe,London
John,McCartney,Hamburg
John,McCartney,Munchen
Albert,Harrison,TelAviv
Johanna,Epstein,NewYork
Michael,Harrison,London
John,Epstein,PaloAlto
John,Ono,Kiel
Michael,Ono,London
