firstname,secondname,city
Michael,Sutcliffe,NewYork
Albert,McCartney,TelAviv
Albert,Harrison,NewYork
John,Sutcliffe,London
Steven,Ono,NewYork
Steven,Epstein,Munchen
Albert,Starr,London
Scott,Starr,NewYork
John,Harrison,TelAviv
Albert,Starr,NewYork
John,Preston,NewYork
Marc,Starr,Kiel
Marc,Preston,London
Johanna,Lennon,Munchen
Michael,Starr,PaloAlto
Scott,Lennon,TelAviv
Albert,Starr,Kiel
John,McCartney,NewYork
Michael,Ono,Kiel
Scott,Epstein,London
Albert,Preston,London
Michael,Preston,London
Johanna,Preston,PaloAlto
Michael,Starr,TelAviv
Dana,McCartney,Haifa
Dana,Lennon,TelAviv
Steven,Starr,TelAviv
Johanna,Starr,London
Steven,Epstein,Haifa
Albert,Sutcliffe,PaloAlto
Johanna,Sutcliffe,London
Albert,Starr,TelAviv
Steven,Preston,NewYork
Albert,Preston,Munchen
Steven,McCartney,Munchen
Johanna,Starr,Hamburg
Albert,Ono,Haifa
Albert,Sutcliffe,PaloAlto
Michael,Epstein,NewYork
Dana,Lennon,Hamburg
Dana,Harrison,London
Albert,Lennon,Haifa
Marc,Lennon,TelAviv
Scott,Harrison,TelAviv
Dana,Starr,Munchen
Steven,Sutcliffe,TelAviv
Dana,Starr,Munchen
Michael,McCartney,PaloAlto
Scott,Sutcliffe,Hamburg
Michael,Preston,TelAviv
John,Sutcliffe,Hamburg
Albert,Harrison,Kiel
Steven,Starr,Hamburg
Marc,Ono,Munchen
Johanna,Harrison,Hamburg
Marc,Harrison,TelAviv
Steven,Preston,Hamburg
Michael,Starr,London
Scott,Lennon,Hamburg
Johanna,Preston,Munchen
John,Epstein,Hamburg
Steven,Ono,TelAviv
Scott,Epstein,London
Dana,Ono,Kiel
Steven,Starr,Hamburg
Albert,Lennon,Hamburg
Marc,Epstein,PaloAlto
Scott,Lennon,Hamburg
Michael,McCartney,TelAviv
Albert,Ono,NewYork
Johanna,Starr,London
John,Starr,NewYork
Marc,Ono,Hamburg
John,Ono,PaloAlto
Johanna,Ono,TelAviv
