firstname,secondname,city
John,McCartney,Haifa
Marc,Sutcliffe,Munchen
Marc,Epstein,Munchen
Marc,Lennon,London
Scott,Ono,Kiel
John,Preston,PaloAlto
Albert,Lennon,Munchen
Michael,Harrison,NewYork
Steven,Lennon,London
Dana,Preston,Kiel
John,Lennon,Kiel
Johanna,Harrison,London
Albert,Epstein,NewYork
John,Sutcliffe,Hamburg
Scott,Ono,Munchen
Albert,Starr,Munchen
Johanna,Harrison,Haifa
Johanna,Harrison,NewYork
Dana,Ono,Kiel
Johanna,Harrison,NewYork
Michael,Preston,Kiel
Michael,Harrison,Hamburg
Steven,Starr,NewYork
Steven,Ono,Hamburg
Dana,Harrison,London
John,Sutcliffe,London
Scott,Ono,Haifa
Dana,Epstein,Kiel
Marc,Lennon,TelAviv
Dana,Epstein,NewYork
Marc,Starr,Kiel
Albert,Epstein,TelAviv
Johanna,Ono,PaloAlto
Dana,Ono,NewYork
Scott,Lennon,TelAviv
Dana,Preston,NewYork
Albert,McCartney,NewYork
Scott,Lennon,London
Michael,Lennon,NewYork
Scott,Preston,Haifa
Johanna,Preston,Haifa
Johanna,Ono,Munchen
Johanna,Epstein,PaloAlto
Steven,McCartney,PaloAlto
Michael,Preston,Munchen
Dana,Starr,Munchen
Dana,Lennon,NewYork
Johanna,Preston,London
Scott,Ono,NewYork
Scott,Harrison,Munchen
John,Sutcliffe,Munchen
Dana,Harrison,London
Marc,Sutcliffe,NewYork
Dana,Sutcliffe,TelAviv
Johanna,Ono,Hamburg
Albert,Harrison,Hamburg
Michael,Epstein,PaloAlto
Marc,Sutcliffe,London
Michael,McCartney,NewYork
Scott,Lennon,London
Steven,Sutcliffe,Hamburg
John,McCartney,TelAviv
Scott,McCartney,Hamburg
Johanna,Ono,Kiel
Dana,McCartney,Hamburg
John,Ono,PaloAlto
Steven,Epstein,Munchen
Steven,Sutcliffe,London
Marc,Epstein,Munchen
Steven,Sutcliffe,Hamburg
Marc,Sutcliffe,NewYork
Marc,Epstein,Hamburg
Marc,Ono,Hamburg
Michael,Harrison,NewYork
Marc,Starr,Kiel
John,Lennon,Kiel
Albert,Epstein,TelAviv
Marc,McCartney,Munchen
Marc,Epstein,TelAviv
Albert,Ono,NewYork
