firstname,secondname,city
Michael,Ono,Hamburg
Albert,Lennon,Hamburg
John,Sutcliffe,Munchen
Johanna,Lennon,PaloAlto
Dana,Starr,NewYork
Marc,Harrison,TelAviv
Michael,Lennon,PaloAlto
Michael,Starr,NewYork
Dana,McCartney,NewYork
Marc,Epstein,NewYork
Dana,Ono,Hamburg
Scott,Ono,London
Marc,Sutcliffe,NewYork
Dana,Sutcliffe,Haifa
Steven,Sutcliffe,Munchen
Marc,Harrison,Haifa
Johanna,Ono,NewYork
Steven,Preston,Hamburg
Albert,Starr,Haifa
Michael,Ono,Munchen
Albert,Preston,Hamburg
Michael,Lennon,Haifa
Johanna,Starr,TelAviv
John,Ono,London
Albert,Starr,London
John,Sutcliffe,Hamburg
Johanna,Sutcliffe,London
Albert,McCartney,Hamburg
Dana,McCartney,Haifa
Michael,Lennon,London
Steven,Preston,PaloAlto
Dana,McCartney,NewYork
Steven,Sutcliffe,PaloAlto
Albert,Ono,Hamburg
Steven,Ono,NewYork
Scott,Preston,PaloAlto
Albert,Lennon,Hamburg
Dana,Epstein,TelAviv
Albert,Preston,Haifa
Dana,Lennon,PaloAlto
Albert,Starr,Munchen
Dana,Sutcliffe,Kiel
Albert,Lennon,TelAviv
Steven,Ono,PaloAlto
Johanna,Starr,PaloAlto
Steven,Epstein,NewYork
Michael,Lennon,TelAviv
Michael,Epstein,Kiel
Dana,Harrison,TelAviv
Johanna,Lennon,London
Dana,Ono,TelAviv
Dana,Ono,Kiel
Johanna,Harrison,Haifa
Scott,Starr,Munchen
Dana,Harrison,TelAviv
Dana,Starr,Munchen
Johanna,Preston,Haifa
Steven,Epstein,Hamburg
Marc,Ono,TelAviv
John,Sutcliffe,Haifa
Michael,Harrison,Haifa
John,Ono,Munchen
Michael,Sutcliffe,London
Marc,McCartney,Haifa
Albert,Ono,Kiel
Albert,Epstein,Munchen
Scott,Lennon,Munchen
Marc,Starr,Haifa
John,Preston,NewYork
Dana,Harrison,PaloAlto
Johanna,Preston,Munchen
Steven,Epstein,PaloAlto
John,Ono,Kiel
Dana,Preston,London
Steven,Sutcliffe,Hamburg
Scott,Sutcliffe,Hamburg
Scott,Preston,Kiel
Scott,Epstein,Hamburg
Michael,Starr,Hamburg
Michael,Ono,Hamburg
