firstname,secondname,city
Scott,Harrison,TelAviv
Steven,Epstein,Hamburg
Albert,Ono,Kiel
John,Epstein,London
Johanna,Lennon,PaloAlto
Albert,Ono,London
Albert,Sutcliffe,Hamburg
Michael,Harrison,NewYork
Steven,Lennon,Hamburg
Dana,Epstein,London
Scott,Starr,London
Scott,Harrison,Kiel
Scott,McCartney,Hamburg
John,Starr,TelAviv
Johanna,Sutcliffe,Hamburg
Michael,Preston,NewYork
Michael,Sutcliffe,London
Marc,Sutcliffe,NewYork
Dana,Harrison,NewYork
John,Sutcliffe,Munchen
Marc,McCartney,PaloAlto
Steven,Harrison,Haifa
Dana,Ono,NewYork
Albert,Ono,Munchen
Johanna,Ono,London
Scott,Sutcliffe,London
Michael,Lennon,Kiel
Marc,McCartney,Hamburg
Michael,Ono,Hamburg
Dana,Harrison,Hamburg
Dana,McCartney,TelAviv
Johanna,Preston,TelAviv
Marc,Epstein,PaloAlto
John,Ono,Kiel
Steven,Sutcliffe,NewYork
Johanna,Ono,London
Steven,Epstein,Haifa
Johanna,McCartney,Hamburg
Scott,Starr,PaloAlto
Steven,Harrison,TelAviv
Albert,Lennon,Haifa
Michael,Preston,NewYork
Johanna,Starr,TelAviv
Scott,Starr,Haifa
John,Harrison,Munchen
Michael,Epstein,Kiel
Marc,Lennon,PaloAlto
Marc,Lennon,London
Albert,McCartney,PaloAlto
John,Epstein,Kiel
Steven,Sutcliffe,Munchen
Scott,Starr,PaloAlto
John,Lennon,Kiel
Scott,Harrison,Hamburg
Albert,Epstein,TelAviv
Scott,Preston,Munchen
John,McCartney,London
John,Lennon,PaloAlto
Albert,Ono,Kiel
Dana,Harrison,Haifa
Albert,Starr,London
Scott,Ono,Kiel
Johanna,McCartney,TelAviv
John,McCartney,TelAviv
Johanna,Preston,TelAviv
Dana,McCartney,Munchen
Steven,Harrison,TelAviv
Dana,Epstein,NewYork
Marc,Starr,London
Steven,Harrison,London
Johanna,McCartney,Haifa
Steven,Harrison,London
Scott,Ono,Munchen
Steven,Preston,London
Michael,Preston,Kiel
